,a,v,t,2bk_a,2bk_v,2bk_t,0bk_a,0bk_v,0bk_t
100307,1.36012862473,1.49756566418,0.511044484814,1.34352944568,1.2688580051,0.519929778163,1.3961174921,1.77986929026,0.504585753446
100408,1.60010445011,1.65816798048,0.674965913841,1.40534446159,1.54343206214,0.812407565579,1.87540343978,1.91079895794,0.551677237134
101006,1.3158353618,1.22313015683,0.395925273722,1.27647042149,0.860664117373,0.419286011436,1.43379964663,1.71344425882,0.371722883213
101107,1.3987350509,1.27007040823,0.504962247767,1.40096910878,0.919259589836,0.55095638886,1.39329582871,1.78347383132,0.495425822979
101309,1.69543596658,1.27086189357,0.556941113465,1.56879893037,1.36414305369,0.865660319052,1.49688378746,1.44904615745,0.447272048875
101410,1.89199834459,1.40234898841,0.432756386168,1.81751028086,1.17747128368,0.599195740351,1.85425911099,1.94736425521,0.393017089218
101915,1.58029619262,1.44795410267,0.517577565168,1.57346754938,1.32156620739,0.693235704114,1.27393802745,1.97207836632,0.520860706314
102008,1.53421001313,2.37950359472,0.48803369264,1.54465441126,2.37176783325,0.58323786055,1.29976809287,2.79864244989,0.472694380229
102311,1.4750422364,1.25847107599,0.574204662451,1.29616470493,1.09660884571,0.670737394514,1.68335121779,1.45943148813,0.491316935101
102816,1.35517490162,1.68848784966,0.707509057919,1.25682056852,1.13093763464,0.829950765488,1.55336433444,2.8128931221,0.668062811634
103111,1.38809454116,1.56261236972,0.557608229139,1.32610674527,1.44552662825,0.654390958357,1.39788845431,1.77761440273,0.497854411176
103414,1.35863133071,1.49921607225,0.537885616492,1.29243600058,1.02268571859,0.61727284128,1.57661156746,2.32369324299,0.489792345797
103818,1.56410442619,1.49015368215,0.575316731252,1.33396895182,1.27795185181,0.816794232025,1.79748574017,2.0381589485,0.443525621958
104820,1.46195411503,1.30107197404,0.358594802576,1.46007352731,1.01917953281,0.394375145209,1.46420359277,1.69710459806,0.347233753213
105014,1.64156909078,1.77742791849,0.456282794346,1.50806283458,1.41908288861,0.625865139726,1.56637971295,2.78952020147,0.44850754434
105115,1.92301717795,1.88471583849,0.49188750053,1.73432657792,1.66656718215,0.697553555998,1.69825733566,2.55780165388,0.478946497354
105216,2.00239078209,2.18211544497,0.36589226519,1.87703064561,1.9517857392,0.490090349568,1.6187374803,2.69929368142,0.390576476726
106016,1.65340463007,1.39263254204,0.456320620808,1.50153663602,1.63614773952,0.696731571207,1.65367457151,1.31165692316,0.299817465578
106319,1.7111262568,1.83241546523,0.818888215372,1.39933600673,1.66891647509,0.953586452993,2.12549270501,2.03128813539,0.695079733519
106521,1.97431156565,2.20669771807,0.663544030896,1.72363484392,2.11041577198,0.872341083256,1.673350261,2.61119740099,0.634967270149
107321,1.33717121607,2.41713328314,0.48728667296,1.20934676837,2.07740715044,0.518589483267,1.54941751572,2.80350865909,0.451698816299
107422,2.03749661894,2.48780987174,0.46058515307,1.83127400852,2.38601532711,0.584842269742,1.72673313899,2.53047083756,0.438266590046
108121,1.28172345435,1.68106852972,0.430267654115,1.27719024977,1.13944436459,0.46721569145,1.34554727916,2.72272977908,0.433438984281
108323,1.35007181665,1.11407213915,0.611352585494,1.66778746454,1.73305761037,0.585896965418,1.23158886261,0.658442310447,0.611259450169
108525,1.23183893787,1.08374644256,0.601582738359,1.3064292271,0.840927518982,0.554462484871,1.1385792532,1.41354930533,0.655841518932
108828,1.22263918717,0.765633368367,0.913361588724,1.19343309898,0.720778790164,0.908297059678,1.25095679667,0.816695868516,0.920353161868
109123,1.90140733929,1.706732201,0.397641927576,1.89451824391,1.55418876996,0.538039911289,1.59100103336,2.30267710033,0.415472370237
109325,1.40195260763,1.03804310124,0.586727423913,1.58163428353,1.51608706119,0.654591697619,1.27995634604,0.7015407955,0.521229521222
110411,1.5791762393,1.84765364338,0.505619141593,1.57736487113,1.83240530507,0.596925622773,1.49066751876,1.97524863332,0.461528567901
111312,1.23884401249,1.38821833279,0.505892252266,1.28701457275,1.05247111531,0.592674014681,0.822989580559,2.6698084997,0.575502392703
111413,1.71196654622,1.34499421036,0.421934332648,1.52124253866,0.978198425043,0.663900885206,2.04879709562,2.12017355508,0.303067751773
111716,1.5533523809,1.47306971919,0.479411131642,1.56992879984,1.32454512708,0.613347262836,1.30067580801,1.93153867283,0.480863968306
112819,1.60522496055,1.42546771435,0.618465187956,1.48518587681,1.4604594174,0.77032098723,1.66207839831,1.46067010943,0.501582064619
113215,1.91410213249,1.68858338161,0.329953103657,1.71887264346,1.44566071212,0.543189011829,1.91660269361,2.27978801607,0.2705619771
113619,1.62411572514,1.54687599233,0.624129943426,1.51073007149,1.2880594527,0.721286934872,1.84969474459,1.98063040232,0.545298770214
113821,1.77477650801,2.03457612626,0.452504298274,1.63218865761,1.78764306349,0.613519022564,1.44006371993,2.97935388676,0.473047085884
113922,1.46623222356,1.39900803689,0.523272590595,1.37759831572,1.23747835112,0.58349955732,1.57774000391,1.59234450401,0.470276349281
114419,1.39724608862,0.914413381093,0.753117079338,1.3545559421,0.625517067295,0.871686119433,1.41308208441,1.3354281891,0.691852578778
114924,1.56685293459,1.22133305851,0.467001036712,1.62597020612,0.947400533631,0.383387539398,1.50943296656,1.58860666616,0.551735719298
115320,1.4320242255,0.903560860181,0.552823369196,1.46748998097,0.820429999484,0.603331241346,1.35593164556,1.02239251194,0.530692319106
116524,1.26334195915,0.548661568264,0.730797706964,1.19435815716,0.415651606126,0.799829514263,1.32435412824,0.691877430917,0.672425946538
117122,2.13992454042,1.68104631385,0.419597004233,1.69300797046,1.65584594391,0.882900817139,1.94615225856,2.24517266481,0.340877054535
117324,1.24097635048,0.85649835765,0.766002398548,1.27164269803,1.14441520001,0.735102241208,1.21814466363,0.602530386575,0.808833867931
118528,1.61023786444,1.19952551996,0.528609725383,1.66267766651,1.30455454118,0.571260971026,1.55790911715,1.11341607562,0.490833371436
118730,1.54092407477,1.30276895204,0.526232961359,1.54000677986,1.37026227932,0.592440355329,1.52479210254,1.25716981941,0.472940980086
118932,1.46327725975,1.57358086286,0.588756644323,1.22471365163,1.18826733961,0.80332272521,1.87707044175,2.32780174642,0.460194426573
119833,1.53270383133,0.828902831469,0.408949627443,1.50474433793,0.872032780516,0.546709597768,1.50914115859,0.81951421185,0.325133961806
120111,1.49023448988,1.35702343596,0.411554184957,1.4831450362,0.981217073909,0.514198236955,1.38740967577,2.12225633899,0.418315766633
120212,1.59479142562,1.81238230371,0.510786152522,1.36592004209,1.56675800746,0.719539749145,1.74431921885,2.47517086717,0.418883010343
120515,1.38844790749,0.652317323292,0.776354157972,1.4599068945,0.642691422398,0.730445857208,1.30976831323,0.668414962026,0.824904030496
121315,1.27837703775,0.730855772427,0.67518551645,1.22969069076,0.951516719967,0.711667052598,1.32578942695,0.551284761884,0.640548414457
122317,1.56967010373,1.40983314204,0.769754558569,1.48685614989,1.3985492422,0.902899719128,1.58823716166,1.49040941194,0.675521328633
122620,1.35361022058,1.82542978048,0.611312500617,1.33668693133,1.60102273265,0.727112394204,1.06192448154,2.74762545059,0.629224510745
123117,1.4945292597,1.01692606142,0.561503987478,1.16501130392,0.72728724394,0.846485429033,1.91061376785,1.51279751383,0.363071653483
123420,1.52099252032,1.3391794503,0.420776183721,1.42371862814,0.951413879139,0.637166103779,1.40634602606,2.58655131264,0.419557726675
123925,1.50181972713,1.95176138618,0.452465991368,1.23327141893,1.78162288009,0.55297391288,1.95692969988,2.21970437779,0.339545435609
124220,1.61506175762,1.51223135824,0.611324428186,1.46048197281,1.66229250422,0.842910497971,1.587952437,1.54710916749,0.480945976926
124422,1.52389094452,1.02247777221,0.422301411573,1.59232121047,0.87061225587,0.489452714175,1.31217790889,1.3396490717,0.437227353807
124826,1.80252511346,1.79310736227,0.514600667635,1.69307048283,1.46769238197,0.644761153864,1.71562826254,2.546850007,0.51228158237
125525,1.371352576,0.813798034808,0.634574789352,1.3971714924,1.04159528055,0.639218997696,1.36361171224,0.621362997092,0.627983002961
126628,1.47825030351,1.82284906309,0.594632132376,1.33895258703,1.43165832066,0.68630977905,1.78292989872,2.45071208667,0.521661418606
127630,1.43141304091,1.88249450282,0.442583531095,1.47650375598,1.68296669733,0.517297518062,1.12482812377,2.61767901864,0.47344882122
127933,1.50128221302,1.54319401635,0.662026641044,1.25941290968,1.35360538164,0.879842831056,1.78973518129,2.03247172975,0.521188092984
128127,1.78737017491,1.80090049059,0.334542448773,2.04590559971,1.76494844785,0.370532961276,1.32771779654,2.21766928699,0.399532531887
128329,1.62003360166,1.19127764124,0.547281786169,1.38699851134,1.02479250649,0.787516858137,1.85889944316,1.50807532447,0.380484473105
128632,1.62448705962,1.3812018875,0.596483195738,1.55425821644,0.991112689421,0.748464140282,1.68248502339,2.16203182147,0.567013526858
129028,1.62993414181,2.23975812743,0.79167649563,1.49664602636,1.94953962439,0.892901186685,1.5775241841,2.76981354487,0.766723444295
130013,1.52050899096,1.4170682158,0.522822553996,1.52850357298,1.0744022875,0.600244345636,1.41082658653,2.0870311116,0.535117179108
130316,1.70472789277,1.57269763701,0.401617928931,1.52445302964,1.25744944247,0.62570033587,1.78487246484,2.43367832011,0.340417953514
130922,1.78897203108,1.49863803465,0.43103888654,1.70330487558,1.7286623325,0.735100974291,1.47357626464,1.66719282319,0.332645588448
131217,1.51708660687,2.12174823131,0.504805367155,1.30323500657,1.90672184008,0.681273446851,1.53342850637,2.83274075303,0.445893788292
131722,1.45420452745,1.32823229136,0.526108615739,1.41257744384,1.20683513649,0.59937899859,1.47450807363,1.4901407572,0.475335186049
131924,1.17369724159,1.87205396714,0.502453331942,1.03383573116,1.49984892733,0.615252423291,1.38679382121,2.64174932864,0.431083296895
133019,1.76212245022,1.52919405824,0.358419850703,1.85853875037,1.56992730526,0.485736830158,1.48734839895,1.68911710649,0.332118524553
