,0bk_a,0bk_t,0bk_v,2bk_a,2bk_t,2bk_v,subj
0,1.67634705535,0.452738255867,1.67334433834,1.76091961083,0.39520547412,1.11527350203,100307
1,2.03915424789,0.424000236039,1.63068907826,2.09131226847,0.452728943561,1.13596883592,100408
2,1.92599284496,0.190080201389,1.52689479507,1.48957798942,0.388446348769,0.949571958568,101006
3,1.72950386306,0.394233973064,1.60991194976,1.72380846029,0.420929777343,0.903327853885,101107
4,1.65918075757,0.418042250412,1.48252558816,2.20225637322,0.365811187764,0.940707382771,101309
5,1.90380669584,0.3472160035,1.77132795747,2.12258256954,0.00391666682826,0.708344827054,101410
6,1.6649458917,0.413717753808,1.74134928539,2.09229808267,0.303367144158,0.984968863227,101915
7,1.74119994803,0.369428596752,2.35635075199,2.26482522041,0.220692426888,1.55625998961,102008
8,1.90006553229,0.388897217179,1.4020524024,1.88167040103,0.364355782465,0.899933297347,102311
9,1.88736860142,0.586594630439,2.51385383938,1.92580846518,0.537287738297,0.858210331602,102816
10,1.68738774268,0.445401738225,1.72172108613,2.11922328632,0.205812993942,0.976760511369,103111
11,1.76216478086,0.436650435864,2.16115414563,1.74981019458,0.44176907592,0.879010616395,103414
12,2.06343035959,0.291818605545,1.73088793265,1.97824211537,0.449453786451,0.970022257967,103818
13,1.66871310257,0.309257020275,1.77528252456,1.85929352528,0.250487778977,0.90176186076,104820
14,1.92245220697,0.345343381734,2.39969734863,1.97098023775,0.397359973094,1.15257306277,105014
15,2.27938087358,0.201959238203,1.88212988056,2.19189264344,0.420444692082,1.26361607618,105115
16,1.83985368448,0.33267085121,2.45949116386,2.08349106885,0.350670879843,1.55343352287,105216
17,1.73418096485,0.306905985373,1.32054820495,1.97913988122,0.461125195647,1.30434552328,106016
18,2.13469450852,0.56229743351,1.67485334533,1.97832966513,0.711910793551,1.30527340882,106319
19,1.92062614936,0.563838408326,2.3739054532,2.03111249402,0.71221155796,1.65049713498,106521
20,1.9627612385,0.343644196731,2.44246731108,1.74184617977,0.345051800731,1.68194986084,107321
21,1.7431884167,0.439283984517,2.45451330003,2.16700762993,0.4030327528,1.83652823108,107422
22,1.6069303746,0.385424037248,2.39068945841,1.71292058678,0.298568446613,1.01753520891,108121
23,1.41548342417,0.537735073716,0.899031235338,2.2752972655,0.16928479238,1.21560592012,108323
24,1.83840263321,0.40101328599,1.10625697814,1.93603593082,0.194014483797,0.694467492054,108525
25,1.77713382405,0.622782525038,0.785400415956,1.87887697553,0.5387800399,0.583636658782,108828
26,1.65053958396,0.436687192236,2.38806053516,2.02896265209,0.45433036918,1.39484635623,109123
27,1.42453698383,0.483495974679,0.960466434008,2.04571351882,0.409802613794,1.22241934665,109325
28,1.75370563817,0.392135131478,1.86962478784,2.03607899588,0.387057532913,1.45944109484,110411
29,1.47436501327,0.457987407473,1.95881528953,1.61857195775,0.468492436424,1.04966998592,111312
30,1.87318643453,0.334448845074,2.07088421136,1.89386649363,0.434454922893,0.869518182164,111413
31,1.64673095618,0.374265031475,1.78803332796,1.93326440087,0.44521771461,1.18667863887,111716
32,1.85363260578,0.430660548585,1.41169571326,1.92523249676,0.543632379214,1.22727580081,112819
33,1.834696238,0.312327428326,2.35628889144,2.0044418791,0.399125888479,1.27425697927,113215
34,1.88437387926,0.511380334786,1.78581225259,1.8917626371,0.573844046072,1.12539851481,113619
35,1.84815980005,0.3807410575,2.58941492044,1.98744213092,0.416002167623,1.43094655851,113821
36,1.8039090013,0.396035814556,1.5640236794,1.79510889936,0.390057273032,1.10460647333,113922
37,1.81433026285,0.514320460841,1.23411895475,1.87301540658,0.536471160212,0.564091577212,114419
38,1.96208078931,0.333953227803,1.37707298099,1.92764397341,0.243608713843,0.835879624197,114924
39,1.63527003493,0.396417701572,1.08729395824,1.87485653693,0.407294795668,0.734766793793,115320
40,1.78022456132,0.442778798387,0.722336232975,1.80967147653,0.453638276245,0.395496298256,116524
41,1.89022620817,0.354528068426,2.22349270156,2.1837788763,0.567200811065,1.23732141228,117122
42,1.68957550443,0.581347638114,0.679851220782,1.68694395463,0.570770094859,1.04833720081,117324
43,1.6989869417,0.448495018901,1.17209483141,1.87185154614,0.453406985449,1.17352812986,118528
44,1.85395024139,0.354368663256,1.22133533376,1.92599824738,0.377347911226,1.14676412247,118730
45,2.00200830249,0.392655875917,2.11295397513,1.78284157062,0.602651971082,1.01665549141,118932
46,1.74679651758,0.239294021352,0.920731849214,1.84180343951,0.381575455646,0.824160249715,119833
47,1.62828418147,0.392464384028,2.10707266388,1.71129119741,0.41788881106,0.995754831298,120111
48,1.88524979343,0.387360238417,2.3684940277,1.81831520635,0.554126558851,1.2852405575,120212
49,1.7138951812,0.625589330007,0.740431335153,2.13451040298,0.153593724368,0.503637297042,120515
50,1.48414113471,0.576192690449,0.760212829938,1.70447361236,0.494148507523,0.881390512421,121315
51,1.95005326359,0.480460657831,1.28061395198,2.04833296405,0.59899129077,1.09344406463,122317
52,1.49528289147,0.547852747627,2.43168096227,1.86282583911,0.524115597439,1.32048228313,122620
53,1.97579976434,0.00388126797777,1.01159767613,1.81173900323,0.498197269565,0.610249326288,123117
54,1.7228167708,0.359888939749,2.42894075554,1.84150043652,0.402186665067,0.837445692808,123420
55,1.84921842485,0.383592801984,2.28684111206,1.68078794105,0.438093206712,1.59657124914,123925
56,1.81710435926,0.408058385577,1.55723953157,2.01237750912,0.544740008127,1.21256900609,124220
57,1.68011860359,0.359391177886,1.28213065766,2.00914456345,0.237782799657,0.735649917886,124422
58,1.82178036905,0.474211087116,2.35051980915,1.97162565524,0.475239498784,1.28610583529,124826
59,1.82514088872,0.390596592318,0.657697117959,1.87421324183,0.39359195751,0.916633400433,125525
60,2.02012382752,0.416196546539,2.12786216898,1.78707914172,0.513978921292,1.24011942292,126628
61,1.604918579,0.385986872189,2.24420017827,2.21647018754,0.0944466904745,1.12967869511,127630
62,1.89376950601,0.483458452829,1.93528636408,1.77052177862,0.679943007146,1.1385122335,127933
63,1.57328160999,0.362721081784,2.13840172498,2.09374160805,0.250697244771,1.43200341211,128127
64,2.21425064784,0.0594510298506,1.16512787959,1.94862995212,0.485779424898,0.818397626502,128329
65,1.72075825848,0.56085339852,2.13195632139,2.08154024696,0.408646160216,0.789130400291,128632
66,2.1307342499,0.592033073429,2.26085217226,1.89950668101,0.746721800903,1.60461969138,129028
67,1.81100608429,0.398525116341,1.83701496858,2.03671676293,0.264271143049,0.901318596256,130013
68,1.808986622,0.345479928316,2.41160128313,1.90322068208,0.436105129311,1.09320535167,130316
69,1.70182117996,0.285187559593,1.70381292402,2.1654414931,0.429572273389,1.28328371331,130922
70,1.82108727934,0.371891702485,2.50419996916,1.84740292533,0.487169595728,1.53536245939,131217
71,1.71812624691,0.408780919791,1.43917043278,1.79081805471,0.456449284019,1.08430295612,131722
72,1.69396344147,0.368065479418,2.38538968923,1.58900741771,0.482310757203,1.21657032371,131924
73,1.65170974758,0.334208268662,1.67305670341,2.06318266971,0.314249953062,1.31117889821,133019
74,2.00390041044,0.477655587123,2.17997511057,2.15368625209,0.548380240289,1.43430018602,133625
75,1.9455461569,0.341670431753,1.80368592208,1.77698241542,0.406323168526,1.09157039447,133827
76,1.76362267966,0.361482814955,1.77787256503,1.67902453272,0.416097062372,1.02516212968,133928
77,1.51017072356,0.416361021301,0.788816142764,2.01871058654,0.457092826924,1.33188767569,134324
78,1.80011754527,0.308132720155,1.56194652846,1.8732654439,0.476656449421,0.970327394027,135225
79,1.77737386955,0.367400506454,1.99806175915,1.82418134602,0.00121614629315,0.787128539522,135528
80,1.73979077216,0.365222687181,2.31872744843,1.88330868306,0.428279569655,1.14292675212,135932
81,1.65240258084,0.412468473908,0.753232921168,1.9389573708,0.502511431243,1.24166610905,136227
82,1.66215362631,0.285351230706,1.66779958698,1.70357621814,0.366768132709,1.12550102338,136833
83,1.89500305916,0.405459674691,2.12390294493,1.8020333462,0.476717976582,1.14797586418,137027
84,1.9984984541,0.337219690118,2.05676435984,1.98792000553,0.453008372923,1.14865676075,137128
85,1.80931412461,0.414101242144,2.44760358385,1.92881238674,0.55266657701,1.57157417739,137633
86,1.73015167481,0.39110199372,2.32230152343,1.80453506642,0.421938397199,0.912790373827,138231
87,1.67699395206,0.47489780409,1.70860383428,1.89873711262,0.472635743415,1.10546331037,138534
88,1.68994239184,0.412528449003,1.98592287973,2.12588238523,0.195814396798,0.776001349719,139233
89,1.75366687643,0.37662575773,1.57997956714,1.91253970431,0.512834866266,0.975571412242,139637
90,1.68811708837,0.540572662262,1.35420470637,1.78987230407,0.708596513742,1.19201370667,140117
91,1.8427271365,0.371728982287,2.10911088888,2.05886906691,0.353908644284,0.829666805322,140420
92,1.73435841995,0.368170592174,1.65634158894,1.83754611546,0.46763796599,0.868571956067,140824
93,1.74897879907,0.504884050873,1.26027742549,1.9580536073,0.367710297705,0.855648624338,140925
94,1.58107808858,0.463884729852,2.8013433771,1.90585792255,0.376813665237,1.38939198398,141422
95,1.77582154643,0.489221599542,0.92822050294,1.81994392835,0.388556872897,0.716467112341,141826
96,1.80180564688,0.807125370957,0.978596075834,2.12325440026,0.207958820324,0.247715863034,142424
97,1.79915488067,0.23155315964,2.05541254056,1.87226768664,0.269828454367,1.68513323182,142626
98,1.81098379969,0.341593643269,2.33927923958,2.01370881344,0.686482801914,1.15633286556,142828
99,1.69780187961,0.596186745584,1.62263013897,2.02250895473,0.361879508544,0.713369831367,143325
100,1.71238590667,0.44464131269,1.24317191552,1.65979742142,0.487014299642,0.513198734795,144226
101,1.56482660317,0.425137603077,1.67580162202,2.00059920696,0.340359127271,1.18295082737,144832
102,1.92420386024,0.314839677003,1.74116423496,1.85661764456,0.396913873285,0.549065181152,145531
103,1.95040120073,0.424496546732,1.9422647099,1.82042565732,0.493628796836,0.882344873866,145834
104,1.62056620418,0.348209138388,1.0870422958,1.93423376029,0.23750415218,0.78127876094,146331
105,2.02640673201,0.264219996063,1.43461438534,1.84334808425,0.640699078762,1.06553628795,146432
106,1.44679499051,0.25622713965,0.973242408261,1.93020623702,0.310681139783,1.01254897366,147030
107,1.95342956852,0.368256518696,2.12526521602,2.12811290066,0.442887313046,1.31075962821,147737
108,1.70764029201,0.338821083188,1.56581381582,1.80886565784,0.583731351755,1.31008032943,148032
