,complex_a,complex_t,complex_v,simple_a,simple_t,simple_v,subj
0,2.66648435361,0.752779460419,0.899374885092,2.43129087491,0.760062512931,2.21743283225,21
1,3.06012537962,0.945246702739,0.635513132196,2.83646043128,0.930369534988,0.842048093763,22
2,2.78903577151,1.91496665261,0.88992818143,3.75306119116,1.06101804701,1.07167241894,62
3,3.00717660384,1.23293343089,0.879935693683,2.72869904543,0.920005225751,1.14252811582,108
4,2.46525244662,0.796257775866,1.00423973968,2.75099454395,0.622512103661,1.34973643574,111
5,2.95520972681,1.69276282192,0.789916841297,2.69966423755,0.94945821593,1.17703424779,254
6,2.89192646756,1.89707437816,0.644731520497,2.81368861635,1.46663974998,1.19619249925,257
7,2.27413140844,0.0010521468371,0.262439759934,3.23386231661,1.09292307386,0.561955745256,303
8,2.4239573767,1.09107571733,1.34452179082,3.07995001661,0.660044952579,1.47545152222,318
9,2.99322785292,1.12916172648,1.24324767353,3.22046004678,0.797345251053,1.36473123504,329
10,2.61495137283,2.63250430308,0.575061620422,2.61883370145,2.12553708197,0.579603122392,346
11,2.81217451633,1.61462630022,0.911687078946,3.1795511315,1.21297745315,1.37110899024,350
12,3.20932325396,0.980531737923,0.95626828258,2.91919311417,1.0336288285,1.52028556881,405
13,2.98702670068,1.2159952767,0.558629273367,2.64526390475,1.07877965532,0.786091147317,423
14,3.29439604996,0.767628987548,1.10380699775,2.91897317684,0.838190189877,1.66251806426,433
15,3.48598207242,0.906861117549,0.479686434351,2.6892369127,1.42348846108,1.12594063577,457
