Subject,Group,ACC,RT,Condition
62,TD,1,2437,Add
62,TD,0,2242,Add
62,TD,1,3192,Control
62,TD,1,2151,Control
62,TD,1,1323,Control
62,TD,1,1987,Control
62,TD,1,4817,Add
62,TD,1,4063,Add
62,TD,1,3025,Add
62,TD,1,3357,Add
62,TD,1,2365,Add
62,TD,1,2472,Add
62,TD,1,2798,Add
62,TD,1,4430,Add
62,TD,1,1695,Add
62,TD,1,2448,Control
62,TD,1,1501,Control
62,TD,1,2115,Control
62,TD,1,1110,Control
62,TD,1,1524,Control
62,TD,1,3282,Add
62,TD,1,3435,Add
62,TD,1,3769,Add
62,TD,1,3720,Add
62,TD,1,4531,Add
62,TD,0,0,Add
62,TD,1,3679,Add
62,TD,1,3637,Add
62,TD,1,3730,Add
62,TD,1,3049,Add
62,TD,1,3061,Add
62,TD,1,3751,Add
62,TD,1,3905,Add
62,TD,1,2820,Control
62,TD,1,1618,Control
62,TD,1,2331,Control
62,TD,1,1782,Control
62,TD,1,2013,Add
62,TD,1,1643,Add
62,TD,1,4076,Add
62,TD,1,2587,Add
62,TD,1,2965,Add
62,TD,1,3601,Add
62,TD,1,2411,Add
62,TD,1,2435,Add
62,TD,1,3474,Add
62,TD,1,4502,Add
62,TD,1,2004,Control
62,TD,1,1864,Control
62,TD,1,2811,Control
62,TD,1,3493,Control
62,TD,1,1668,Control
105,TD,1,1447,Add
105,TD,1,1309,Add
105,TD,1,1532,Add
105,TD,1,2478,Add
105,TD,1,2207,Add
105,TD,1,1170,Control
105,TD,0,1280,Control
105,TD,0,903,Control
105,TD,1,1398,Control
105,TD,1,1129,Control
105,TD,1,2344,Add
105,TD,1,2809,Add
105,TD,1,3117,Add
105,TD,0,3872,Add
105,TD,1,2704,Add
105,TD,1,3572,Add
105,TD,1,3156,Add
105,TD,0,0,Add
105,TD,1,1996,Add
105,TD,1,1445,Control
105,TD,1,1171,Control
105,TD,1,1156,Control
105,TD,1,1484,Control
105,TD,1,2847,Control
105,TD,1,3289,Add
105,TD,1,1659,Add
105,TD,1,2178,Add
105,TD,1,3706,Add
105,TD,0,0,Add
105,TD,1,1678,Add
105,TD,1,2127,Add
105,TD,0,2472,Add
105,TD,1,3993,Add
105,TD,1,2810,Add
105,TD,1,2246,Add
105,TD,1,1257,Add
105,TD,1,1128,Add
105,TD,1,1661,Add
105,TD,1,1585,Control
105,TD,1,2642,Control
105,TD,1,1126,Control
105,TD,1,1701,Control
105,TD,1,2058,Add
105,TD,1,4078,Add
105,TD,1,2778,Add
105,TD,1,2041,Add
105,TD,1,1164,Add
105,TD,1,1646,Add
105,TD,1,1857,Add
105,TD,1,1960,Add
105,TD,1,2091,Control
105,TD,1,2105,Control
105,TD,1,1640,Control
105,TD,1,871,Control
203,TD,0,3171,Add
203,TD,1,1528,Add
203,TD,1,2729,Add
203,TD,1,1622,Add
203,TD,1,2188,Add
203,TD,1,3313,Control
203,TD,1,3905,Control
203,TD,1,2324,Control
203,TD,1,1194,Control
203,TD,1,1755,Control
203,TD,0,4030,Add
203,TD,1,1406,Add
203,TD,1,1749,Add
203,TD,1,1697,Add
203,TD,1,2705,Add
203,TD,1,1301,Add
203,TD,1,1585,Add
203,TD,1,1227,Add
203,TD,1,1614,Add
203,TD,1,2449,Control
203,TD,1,1266,Control
203,TD,1,1238,Control
203,TD,1,1094,Control
203,TD,1,1492,Add
203,TD,1,2313,Add
203,TD,1,4238,Add
203,TD,0,2156,Add
203,TD,1,1596,Add
203,TD,1,2331,Add
203,TD,1,993,Add
203,TD,1,2732,Add
203,TD,0,2320,Add
203,TD,1,2075,Add
203,TD,1,1224,Add
203,TD,1,1182,Add
203,TD,1,2150,Add
203,TD,1,1000,Add
203,TD,1,1354,Control
203,TD,1,3280,Control
203,TD,1,1249,Control
203,TD,1,1984,Control
203,TD,1,2604,Add
203,TD,1,1266,Add
203,TD,1,1594,Add
203,TD,1,2522,Add
203,TD,1,3275,Add
203,TD,1,3082,Add
203,TD,0,0,Add
203,TD,0,1871,Add
203,TD,1,2304,Control
203,TD,1,925,Control
203,TD,1,779,Control
203,TD,1,1756,Control
203,TD,1,1520,Control
204,TD,1,2505,Add
204,TD,1,2247,Add
204,TD,1,2451,Add
204,TD,1,3174,Add
204,TD,1,1789,Control
204,TD,1,1765,Control
204,TD,1,1114,Control
204,TD,1,1193,Control
204,TD,1,2578,Control
204,TD,1,2032,Add
204,TD,1,1702,Add
204,TD,1,1045,Add
204,TD,1,1640,Add
204,TD,1,1732,Add
204,TD,1,2048,Add
204,TD,1,1972,Add
204,TD,1,1522,Add
204,TD,1,1145,Add
204,TD,1,1501,Control
204,TD,1,851,Control
204,TD,1,952,Control
204,TD,1,1661,Control
204,TD,1,791,Control
204,TD,1,1519,Add
204,TD,1,2215,Add
204,TD,1,2537,Add
204,TD,1,1455,Add
204,TD,1,2486,Add
204,TD,1,2025,Add
204,TD,1,1172,Add
204,TD,1,1231,Add
204,TD,1,2263,Add
204,TD,1,1774,Add
204,TD,1,2159,Add
204,TD,1,1419,Add
204,TD,1,1621,Add
204,TD,1,1668,Add
204,TD,1,1781,Add
204,TD,1,1295,Control
204,TD,1,773,Control
204,TD,1,1585,Control
204,TD,1,2306,Control
204,TD,1,1634,Add
204,TD,1,1933,Add
204,TD,1,1151,Add
204,TD,1,2801,Add
204,TD,1,3345,Add
204,TD,1,1094,Add
204,TD,1,2352,Add
204,TD,1,1377,Add
204,TD,1,955,Control
204,TD,1,782,Control
204,TD,1,748,Control
204,TD,1,1703,Control
208,TD,1,2126,Add
208,TD,1,2324,Add
208,TD,1,3429,Add
208,TD,0,2574,Add
208,TD,1,1787,Control
208,TD,1,823,Control
208,TD,1,1245,Control
208,TD,1,1518,Control
208,TD,1,1024,Control
208,TD,1,3007,Add
208,TD,1,2681,Add
208,TD,1,2288,Add
208,TD,1,3932,Add
208,TD,1,2664,Add
208,TD,1,4119,Add
208,TD,1,3114,Add
208,TD,0,0,Add
208,TD,0,2847,Add
208,TD,1,2111,Control
208,TD,1,1065,Control
208,TD,1,1519,Control
208,TD,1,1650,Control
208,TD,1,3515,Add
208,TD,1,2854,Add
208,TD,1,3620,Add
208,TD,1,1700,Add
208,TD,1,3019,Add
208,TD,1,3210,Add
208,TD,0,2648,Add
208,TD,1,2874,Add
208,TD,1,2038,Add
208,TD,1,2455,Add
208,TD,1,1977,Add
208,TD,0,0,Add
208,TD,1,1088,Add
208,TD,1,1346,Control
208,TD,1,1377,Control
208,TD,1,1110,Control
208,TD,1,1495,Control
208,TD,1,2013,Control
208,TD,1,2864,Add
208,TD,1,4542,Add
208,TD,1,1924,Add
208,TD,1,1833,Add
208,TD,0,3498,Add
208,TD,1,2276,Add
208,TD,1,1133,Add
208,TD,1,1906,Add
208,TD,1,1691,Add
208,TD,1,4390,Add
208,TD,1,1111,Control
208,TD,1,841,Control
208,TD,1,848,Control
208,TD,0,0,Control
224,TD,1,1529,Add
224,TD,1,1677,Add
224,TD,1,1848,Add
224,TD,1,1896,Add
224,TD,0,1375,Add
224,TD,1,1900,Control
224,TD,1,1045,Control
224,TD,1,1152,Control
224,TD,1,1865,Control
224,TD,1,1273,Control
224,TD,1,1446,Add
224,TD,1,2130,Add
224,TD,1,967,Add
224,TD,1,1080,Add
224,TD,1,1323,Add
224,TD,1,1343,Add
224,TD,1,1522,Add
224,TD,1,1616,Add
224,TD,1,1325,Add
224,TD,1,1489,Control
224,TD,1,1369,Control
224,TD,1,1457,Control
224,TD,1,959,Control
224,TD,1,1343,Add
224,TD,1,1357,Add
224,TD,1,1798,Add
224,TD,1,1677,Add
224,TD,1,1093,Add
224,TD,0,1164,Add
224,TD,1,1462,Add
224,TD,1,731,Add
224,TD,1,1687,Add
224,TD,0,1845,Add
224,TD,0,3397,Add
224,TD,1,1194,Add
224,TD,1,1975,Add
224,TD,1,1330,Add
224,TD,1,1114,Control
224,TD,1,1905,Control
224,TD,1,1518,Control
224,TD,1,699,Control
224,TD,1,1611,Control
224,TD,1,2596,Add
224,TD,1,1606,Add
224,TD,1,1445,Add
224,TD,1,1351,Add
224,TD,1,1401,Add
224,TD,1,918,Add
224,TD,1,930,Add
224,TD,1,915,Add
224,TD,1,1189,Control
224,TD,1,1271,Control
224,TD,1,1482,Control
224,TD,1,807,Control
227,TD,0,4224,Add
227,TD,0,468,Add
227,TD,1,1770,Add
227,TD,0,0,Add
227,TD,0,622,Add
227,TD,1,2062,Control
227,TD,1,1315,Control
227,TD,1,2166,Control
227,TD,1,2047,Control
227,TD,1,1714,Control
227,TD,1,3469,Add
227,TD,1,4426,Add
227,TD,1,1767,Add
227,TD,1,2882,Add
227,TD,1,4833,Add
227,TD,0,4380,Add
227,TD,1,2667,Add
227,TD,1,2669,Add
227,TD,1,2385,Add
227,TD,1,2411,Add
227,TD,1,2413,Control
227,TD,1,1726,Control
227,TD,1,1948,Control
227,TD,1,1442,Control
227,TD,1,3450,Add
227,TD,1,2793,Add
227,TD,1,4672,Add
227,TD,1,3883,Add
227,TD,1,2697,Add
227,TD,0,0,Add
227,TD,1,3327,Add
227,TD,0,4468,Add
227,TD,1,2533,Add
227,TD,1,4184,Add
227,TD,1,2000,Add
227,TD,1,2779,Add
227,TD,1,3524,Add
227,TD,1,1583,Control
227,TD,1,1341,Control
227,TD,1,1704,Control
227,TD,1,1396,Control
227,TD,1,2246,Control
227,TD,1,3785,Add
227,TD,0,2802,Add
227,TD,0,0,Add
227,TD,0,0,Add
227,TD,0,0,Add
227,TD,1,2924,Add
227,TD,1,4167,Add
227,TD,1,2042,Add
227,TD,1,2149,Control
227,TD,1,1750,Control
227,TD,1,1094,Control
227,TD,0,377,Control
238,TD,1,3503,Add
238,TD,1,4908,Add
238,TD,1,3280,Add
238,TD,0,0,Add
238,TD,1,3601,Control
238,TD,1,1747,Control
238,TD,1,1749,Control
238,TD,1,1132,Control
238,TD,1,3770,Control
238,TD,1,3253,Add
238,TD,1,2758,Add
238,TD,1,3260,Add
238,TD,1,3645,Add
238,TD,0,0,Add
238,TD,0,0,Add
238,TD,1,2701,Add
238,TD,1,2855,Add
238,TD,0,0,Control
238,TD,1,1683,Control
238,TD,1,1314,Control
238,TD,1,1712,Control
238,TD,1,1191,Control
238,TD,1,3828,Add
238,TD,1,2408,Add
238,TD,1,3463,Add
238,TD,1,2589,Add
238,TD,1,3409,Add
238,TD,1,3961,Add
238,TD,1,1407,Add
238,TD,0,4191,Add
238,TD,1,4583,Add
238,TD,0,4383,Add
238,TD,1,44,Add
238,TD,1,2418,Add
238,TD,0,0,Add
238,TD,1,2502,Add
238,TD,1,3060,Control
238,TD,1,1358,Control
238,TD,1,3224,Control
238,TD,1,1701,Control
238,TD,1,3009,Add
238,TD,1,4648,Add
238,TD,1,3143,Add
238,TD,1,3182,Add
238,TD,1,4319,Add
238,TD,1,2557,Add
238,TD,1,2698,Add
238,TD,1,2009,Add
238,TD,1,1671,Add
238,TD,1,1809,Add
238,TD,1,2633,Control
238,TD,1,1258,Control
238,TD,1,1139,Control
238,TD,1,1181,Control
242,TD,1,1618,Add
242,TD,1,3902,Add
242,TD,1,2031,Add
242,TD,1,1327,Add
242,TD,1,1777,Control
242,TD,1,1816,Control
242,TD,1,1422,Control
242,TD,1,1314,Control
242,TD,1,2382,Add
242,TD,1,2432,Add
242,TD,1,2698,Add
242,TD,1,3493,Add
242,TD,1,1657,Add
242,TD,1,3561,Add
242,TD,1,2033,Add
242,TD,1,2739,Add
242,TD,1,2204,Control
242,TD,1,1613,Control
242,TD,1,1006,Control
242,TD,1,1671,Control
242,TD,1,3093,Add
242,TD,1,3364,Add
242,TD,0,0,Add
242,TD,1,3873,Add
242,TD,1,2305,Add
242,TD,1,2777,Add
242,TD,1,2051,Add
242,TD,1,2838,Add
242,TD,1,1554,Add
242,TD,1,2222,Add
242,TD,1,2835,Add
242,TD,1,2001,Add
242,TD,1,4745,Add
242,TD,1,1492,Add
242,TD,1,1592,Control
242,TD,0,0,Control
242,TD,1,1231,Control
242,TD,0,0,Control
242,TD,1,1843,Control
242,TD,0,0,Add
242,TD,1,1550,Add
242,TD,1,2565,Add
242,TD,1,3423,Add
242,TD,1,2460,Add
242,TD,1,1564,Add
242,TD,1,1886,Add
242,TD,1,1201,Add
242,TD,1,1472,Add
242,TD,1,1842,Add
242,TD,1,1129,Control
242,TD,1,2538,Control
242,TD,1,1529,Control
242,TD,1,2897,Control
242,TD,1,1559,Control
244,TD,1,2022,Add
244,TD,1,1558,Add
244,TD,1,1702,Add
244,TD,1,1741,Add
244,TD,1,1787,Control
244,TD,1,1674,Control
244,TD,1,1470,Control
244,TD,1,1535,Control
244,TD,1,1105,Control
244,TD,1,3779,Add
244,TD,1,1653,Add
244,TD,1,4108,Add
244,TD,0,0,Add
244,TD,1,2995,Add
244,TD,1,2099,Add
244,TD,1,2209,Add
244,TD,1,2303,Add
244,TD,1,1742,Add
244,TD,1,2045,Control
244,TD,1,1414,Control
244,TD,1,1621,Control
244,TD,1,846,Control
244,TD,1,1389,Control
244,TD,1,3607,Add
244,TD,1,2649,Add
244,TD,1,2633,Add
244,TD,1,2973,Add
244,TD,1,2722,Add
244,TD,1,2064,Add
244,TD,1,2795,Add
244,TD,1,3045,Add
244,TD,1,3372,Add
244,TD,1,2577,Add
244,TD,1,1850,Add
244,TD,0,0,Add
244,TD,1,4866,Add
244,TD,1,2584,Add
244,TD,1,2207,Add
244,TD,1,1488,Control
244,TD,1,1398,Control
244,TD,1,1382,Control
244,TD,1,2563,Control
244,TD,1,2194,Add
244,TD,1,2282,Add
244,TD,1,2619,Add
244,TD,1,1919,Add
244,TD,1,1820,Add
244,TD,1,2827,Add
244,TD,0,0,Add
244,TD,1,2731,Add
244,TD,1,1430,Control
244,TD,1,1568,Control
244,TD,0,1015,Control
244,TD,1,3126,Control
274,TD,0,0,Add
274,TD,1,3213,Add
274,TD,1,2579,Add
274,TD,1,2242,Add
274,TD,1,2183,Control
274,TD,0,890,Control
274,TD,1,1642,Control
274,TD,1,869,Control
274,TD,1,3783,Control
274,TD,1,3485,Add
274,TD,1,3368,Add
274,TD,1,2681,Add
274,TD,1,3881,Add
274,TD,0,0,Add
274,TD,1,2645,Add
274,TD,1,4195,Add
274,TD,1,4037,Add
274,TD,1,2937,Add
274,TD,1,2912,Control
274,TD,1,1009,Control
274,TD,1,1342,Control
274,TD,1,1996,Control
274,TD,1,3211,Add
274,TD,1,2509,Add
274,TD,1,2266,Add
274,TD,1,2173,Add
274,TD,1,3371,Add
274,TD,0,2721,Add
274,TD,1,4511,Add
274,TD,1,2659,Add
274,TD,1,2950,Add
274,TD,0,3080,Add
274,TD,0,0,Add
274,TD,0,273,Add
274,TD,1,2519,Add
274,TD,1,3365,Add
274,TD,1,3765,Add
274,TD,1,3276,Control
274,TD,1,899,Control
274,TD,1,2010,Control
274,TD,1,1063,Control
274,TD,1,2163,Control
274,TD,1,4817,Add
274,TD,0,0,Add
274,TD,1,4397,Add
274,TD,0,3002,Add
274,TD,1,2869,Add
274,TD,1,3366,Add
274,TD,0,0,Add
274,TD,1,1918,Add
274,TD,0,1664,Control
274,TD,1,1345,Control
274,TD,0,2036,Control
274,TD,0,2231,Control
305,TD,0,0,Add
305,TD,1,1591,Add
305,TD,1,1450,Add
305,TD,1,1968,Add
305,TD,1,2543,Control
305,TD,1,1086,Control
305,TD,1,1123,Control
305,TD,1,1324,Control
305,TD,0,0,Add
305,TD,1,3170,Add
305,TD,0,2598,Add
305,TD,1,2158,Add
305,TD,0,0,Add
305,TD,1,1961,Add
305,TD,1,2604,Add
305,TD,0,0,Add
305,TD,1,3162,Add
305,TD,1,2101,Control
305,TD,1,1480,Control
305,TD,1,1379,Control
305,TD,1,1329,Control
305,TD,1,1449,Control
305,TD,1,1715,Add
305,TD,1,1820,Add
305,TD,0,4864,Add
305,TD,1,1863,Add
305,TD,1,1012,Add
305,TD,1,2201,Add
305,TD,1,1535,Add
305,TD,1,1736,Add
305,TD,0,2665,Add
305,TD,0,0,Add
305,TD,1,1803,Add
305,TD,1,2463,Add
305,TD,1,1653,Add
305,TD,1,2229,Add
305,TD,1,3236,Add
305,TD,1,2698,Control
305,TD,1,1082,Control
305,TD,1,797,Control
305,TD,0,1776,Control
305,TD,1,2459,Add
305,TD,1,2479,Add
305,TD,1,3645,Add
305,TD,1,3597,Add
305,TD,1,1333,Add
305,TD,1,1900,Add
305,TD,1,1149,Add
305,TD,1,2982,Add
305,TD,1,1540,Control
305,TD,1,1027,Control
305,TD,1,774,Control
305,TD,1,1644,Control
305,TD,1,962,Control
317,TD,1,2952,Add
317,TD,1,2285,Add
317,TD,1,2479,Add
317,TD,1,3678,Add
317,TD,1,2415,Add
317,TD,1,1857,Control
317,TD,1,1255,Control
317,TD,1,1286,Control
317,TD,1,1464,Control
317,TD,1,910,Control
317,TD,1,1919,Add
317,TD,1,2073,Add
317,TD,1,1637,Add
317,TD,1,1451,Add
317,TD,1,2398,Add
317,TD,1,1140,Add
317,TD,1,2139,Add
317,TD,1,1642,Add
317,TD,1,2432,Add
317,TD,1,1681,Add
317,TD,1,1745,Control
317,TD,1,1113,Control
317,TD,1,1300,Control
317,TD,1,1799,Control
317,TD,1,1763,Add
317,TD,1,2250,Add
317,TD,1,4542,Add
317,TD,1,3663,Add
317,TD,1,1460,Add
317,TD,1,2134,Add
317,TD,1,2217,Add
317,TD,1,1293,Add
317,TD,1,3697,Add
317,TD,1,1522,Add
317,TD,1,1220,Add
317,TD,1,1001,Add
317,TD,1,1482,Add
317,TD,1,1560,Control
317,TD,1,1121,Control
317,TD,1,732,Control
317,TD,1,945,Control
317,TD,1,1896,Add
317,TD,1,3382,Add
317,TD,1,2860,Add
317,TD,1,2946,Add
317,TD,1,1488,Add
317,TD,1,1317,Add
317,TD,1,1482,Add
317,TD,1,1860,Add
317,TD,1,882,Control
317,TD,1,1540,Control
317,TD,1,847,Control
317,TD,1,1198,Control
317,TD,1,1462,Control
358,TD,1,2039,Add
358,TD,1,1414,Add
358,TD,1,3682,Add
358,TD,1,1684,Add
358,TD,1,1915,Add
358,TD,1,2847,Control
358,TD,1,945,Control
358,TD,1,608,Control
358,TD,1,1473,Control
358,TD,1,2049,Control
358,TD,1,3047,Add
358,TD,1,1674,Add
358,TD,1,1203,Add
358,TD,1,1761,Add
358,TD,0,0,Add
358,TD,0,1923,Add
358,TD,0,0,Add
358,TD,0,0,Add
358,TD,1,1336,Add
358,TD,0,1631,Control
358,TD,1,1249,Control
358,TD,0,343,Control
358,TD,1,2091,Control
358,TD,0,0,Add
358,TD,1,3237,Add
358,TD,1,3186,Add
358,TD,0,4929,Add
358,TD,1,1695,Add
358,TD,0,0,Add
358,TD,1,1832,Add
358,TD,1,1562,Add
358,TD,1,1038,Add
358,TD,1,1403,Add
358,TD,1,1917,Add
358,TD,1,1618,Add
358,TD,1,2493,Add
358,TD,0,4508,Add
358,TD,1,1671,Control
358,TD,1,559,Control
358,TD,1,1199,Control
358,TD,1,3503,Control
358,TD,0,0,Add
358,TD,1,1613,Add
358,TD,1,3261,Add
358,TD,1,4905,Add
358,TD,1,2682,Add
358,TD,1,2857,Add
358,TD,0,4816,Add
358,TD,0,1589,Add
358,TD,1,1120,Control
358,TD,1,1181,Control
358,TD,1,662,Control
358,TD,1,1297,Control
358,TD,1,1048,Control
465,TD,1,2305,Add
465,TD,1,1274,Add
465,TD,1,1156,Add
465,TD,1,1610,Add
465,TD,1,1373,Control
465,TD,1,1376,Control
465,TD,1,1212,Control
465,TD,1,1357,Control
465,TD,1,1207,Control
465,TD,1,1510,Add
465,TD,1,2351,Add
465,TD,1,1131,Add
465,TD,1,4030,Add
465,TD,1,1423,Add
465,TD,1,1418,Add
465,TD,1,1459,Add
465,TD,1,966,Add
465,TD,1,1195,Add
465,TD,1,1346,Control
465,TD,1,1752,Control
465,TD,1,852,Control
465,TD,1,1146,Control
465,TD,1,2298,Add
465,TD,1,1281,Add
465,TD,1,1683,Add
465,TD,1,2051,Add
465,TD,1,1627,Add
465,TD,1,2040,Add
465,TD,1,2498,Add
465,TD,1,2161,Add
465,TD,1,1682,Add
465,TD,1,2044,Add
465,TD,1,1573,Add
465,TD,1,1056,Add
465,TD,1,1310,Add
465,TD,1,2807,Add
465,TD,1,2396,Add
465,TD,1,1387,Control
465,TD,1,1226,Control
465,TD,1,1193,Control
465,TD,1,636,Control
465,TD,1,2505,Add
465,TD,1,2005,Add
465,TD,1,1765,Add
465,TD,1,2571,Add
465,TD,1,1739,Add
465,TD,1,1859,Add
465,TD,1,1343,Add
465,TD,1,2022,Add
465,TD,1,2089,Control
465,TD,1,823,Control
465,TD,1,887,Control
465,TD,1,1593,Control
465,TD,1,915,Control
39,MD,1,1835,Sub
39,MD,1,2188,Sub
39,MD,1,1421,Sub
39,MD,1,1797,Sub
39,MD,1,1848,Control
39,MD,1,1350,Control
39,MD,1,1141,Control
39,MD,1,1112,Control
39,MD,1,4073,Sub
39,MD,1,2926,Sub
39,MD,1,2072,Sub
39,MD,1,3099,Sub
39,MD,1,1819,Sub
39,MD,1,3210,Sub
39,MD,1,2045,Sub
39,MD,1,3225,Sub
39,MD,1,3520,Sub
39,MD,1,2085,Control
39,MD,1,1457,Control
39,MD,1,1288,Control
39,MD,1,873,Control
39,MD,1,2554,Sub
39,MD,1,3960,Sub
39,MD,1,3123,Sub
39,MD,1,2041,Sub
39,MD,1,1671,Sub
39,MD,0,0,Sub
39,MD,1,1463,Sub
39,MD,1,4572,Sub
39,MD,1,3200,Sub
39,MD,1,1909,Sub
39,MD,1,1724,Sub
39,MD,1,1776,Sub
39,MD,1,2880,Sub
39,MD,1,1645,Control
39,MD,1,1574,Control
39,MD,1,1099,Control
39,MD,1,1311,Control
39,MD,1,1604,Control
39,MD,1,2231,Sub
39,MD,1,1441,Sub
39,MD,1,2679,Sub
39,MD,1,1537,Sub
39,MD,1,1995,Sub
39,MD,1,2297,Sub
39,MD,1,2056,Sub
39,MD,1,1658,Sub
39,MD,1,3107,Sub
39,MD,1,3932,Sub
39,MD,1,1933,Control
39,MD,1,792,Control
39,MD,1,1308,Control
39,MD,1,1268,Control
39,MD,1,834,Control
214,MD,0,2145,Sub
214,MD,1,468,Sub
214,MD,1,2843,Sub
214,MD,1,0,Sub
214,MD,1,0,Sub
214,MD,1,2192,Control
214,MD,1,2756,Control
214,MD,0,3539,Control
214,MD,0,0,Control
214,MD,1,4987,Sub
214,MD,0,3276,Sub
214,MD,1,3519,Sub
214,MD,1,0,Sub
214,MD,1,0,Sub
214,MD,1,4162,Sub
214,MD,1,4597,Sub
214,MD,1,3723,Sub
214,MD,0,3807,Sub
214,MD,0,4647,Sub
214,MD,1,4106,Control
214,MD,0,0,Control
214,MD,1,1837,Control
214,MD,0,3490,Control
214,MD,1,4527,Control
214,MD,1,2619,Sub
214,MD,1,0,Sub
214,MD,1,3314,Sub
214,MD,1,0,Sub
214,MD,1,2576,Sub
214,MD,1,0,Sub
214,MD,1,4895,Sub
214,MD,1,4365,Sub
214,MD,1,0,Sub
214,MD,1,3662,Sub
214,MD,0,4053,Sub
214,MD,1,0,Sub
214,MD,0,0,Sub
214,MD,1,2689,Control
214,MD,0,1654,Control
214,MD,1,1170,Control
214,MD,1,3062,Control
214,MD,0,0,Control
214,MD,0,0,Sub
214,MD,1,2368,Sub
214,MD,0,3471,Sub
214,MD,1,0,Sub
214,MD,0,0,Sub
214,MD,1,2923,Sub
214,MD,1,0,Sub
214,MD,0,1896,Sub
214,MD,1,4705,Control
214,MD,0,1391,Control
214,MD,0,2812,Control
214,MD,0,3220,Control
218,MD,1,1723,Sub
218,MD,1,1838,Sub
218,MD,1,3179,Sub
218,MD,1,3706,Sub
218,MD,1,2532,Sub
218,MD,1,2238,Control
218,MD,1,1246,Control
218,MD,1,1239,Control
218,MD,1,2768,Control
218,MD,1,3055,Sub
218,MD,1,1948,Sub
218,MD,1,1857,Sub
218,MD,0,0,Sub
218,MD,0,21,Sub
218,MD,1,3074,Sub
218,MD,1,3497,Sub
218,MD,1,1492,Sub
218,MD,1,3060,Sub
218,MD,1,1467,Control
218,MD,1,928,Control
218,MD,1,1573,Control
218,MD,1,1924,Control
218,MD,1,1964,Control
218,MD,1,3394,Sub
218,MD,0,4013,Sub
218,MD,1,4687,Sub
218,MD,0,0,Sub
218,MD,0,0,Sub
218,MD,1,2441,Sub
218,MD,1,4294,Sub
218,MD,1,1920,Sub
218,MD,0,2561,Sub
218,MD,1,2911,Sub
218,MD,1,2953,Sub
218,MD,1,2384,Sub
218,MD,1,887,Control
218,MD,1,1287,Control
218,MD,1,1254,Control
218,MD,1,1021,Control
218,MD,1,1365,Control
218,MD,1,1947,Sub
218,MD,1,2141,Sub
218,MD,0,0,Sub
218,MD,1,2287,Sub
218,MD,1,2662,Sub
218,MD,1,2860,Sub
218,MD,1,1925,Sub
218,MD,0,0,Sub
218,MD,1,4353,Sub
218,MD,1,4494,Sub
218,MD,1,1783,Control
218,MD,1,1699,Control
218,MD,1,2470,Control
218,MD,1,1122,Control
236,MD,0,1594,Sub
236,MD,1,1807,Sub
236,MD,0,1535,Sub
236,MD,0,1437,Sub
236,MD,1,2983,Sub
236,MD,1,1795,Control
236,MD,1,702,Control
236,MD,1,934,Control
236,MD,1,1293,Control
236,MD,1,3155,Sub
236,MD,0,1650,Sub
236,MD,1,1512,Sub
236,MD,1,1781,Sub
236,MD,0,1908,Sub
236,MD,0,1636,Sub
236,MD,0,2509,Sub
236,MD,1,3109,Sub
236,MD,1,2318,Sub
236,MD,0,0,Control
236,MD,1,599,Control
236,MD,1,1240,Control
236,MD,1,1265,Control
236,MD,1,1534,Control
236,MD,1,3715,Sub
236,MD,1,2023,Sub
236,MD,0,1069,Sub
236,MD,0,1703,Sub
236,MD,0,1274,Sub
236,MD,1,2131,Sub
236,MD,0,1207,Sub
236,MD,1,1889,Sub
236,MD,0,1391,Sub
236,MD,0,1560,Sub
236,MD,1,861,Sub
236,MD,0,0,Sub
236,MD,1,1784,Control
236,MD,1,984,Control
236,MD,1,1037,Control
236,MD,1,1388,Control
236,MD,1,1491,Control
236,MD,0,2372,Sub
236,MD,0,1432,Sub
236,MD,1,2465,Sub
236,MD,1,1316,Sub
236,MD,0,1587,Sub
236,MD,0,1291,Sub
236,MD,1,1951,Sub
236,MD,1,1899,Sub
236,MD,1,1218,Sub
236,MD,1,1305,Sub
236,MD,1,1113,Control
236,MD,1,2156,Control
236,MD,1,813,Control
236,MD,1,1540,Control
258,MD,1,3525,Sub
258,MD,1,2181,Sub
258,MD,1,2263,Sub
258,MD,1,1722,Sub
258,MD,1,2717,Control
258,MD,1,1485,Control
258,MD,1,818,Control
258,MD,1,2596,Control
258,MD,1,1112,Control
258,MD,1,4241,Sub
258,MD,0,0,Sub
258,MD,1,4652,Sub
258,MD,0,0,Sub
258,MD,1,3992,Sub
258,MD,1,4090,Sub
258,MD,1,2048,Sub
258,MD,1,2573,Sub
258,MD,1,4916,Sub
258,MD,1,1882,Control
258,MD,1,990,Control
258,MD,1,1642,Control
258,MD,1,789,Control
258,MD,1,4862,Sub
258,MD,0,0,Sub
258,MD,0,0,Sub
258,MD,1,3890,Sub
258,MD,1,4951,Sub
258,MD,0,0,Sub
258,MD,0,0,Sub
258,MD,1,3681,Sub
258,MD,0,0,Sub
258,MD,1,3377,Sub
258,MD,1,3238,Sub
258,MD,1,2874,Sub
258,MD,1,1678,Sub
258,MD,1,1691,Control
258,MD,1,1195,Control
258,MD,1,1307,Control
258,MD,1,1027,Control
258,MD,1,4108,Sub
258,MD,1,4114,Sub
258,MD,1,3820,Sub
258,MD,0,0,Sub
258,MD,0,0,Sub
258,MD,1,3302,Sub
258,MD,1,2411,Sub
258,MD,1,2096,Sub
258,MD,0,2915,Sub
