Subject,ACC,RT,Difficulty,Condition
286,0,0,Simple,Subtraction
286,1,4323,Complex,Subtraction
286,1,4728,Complex,Subtraction
286,0,0,Complex,Subtraction
286,0,0,Complex,Subtraction
286,1,1522,Complex,Subtraction
317,1,1571,Simple,Subtraction
317,1,1530,Simple,Subtraction
317,1,1621,Simple,Subtraction
317,1,1522,Simple,Subtraction
317,1,1801,Simple,Subtraction
317,1,2300,Complex,Subtraction
317,1,1898,Complex,Subtraction
317,0,0,Complex,Subtraction
317,1,1864,Complex,Subtraction
317,1,1856,Complex,Subtraction
317,1,1606,Complex,Subtraction
317,1,1930,Complex,Subtraction
317,1,2969,Complex,Subtraction
317,1,2038,Complex,Subtraction
317,1,1869,Simple,Subtraction
317,1,1705,Simple,Subtraction
317,1,1540,Simple,Subtraction
317,0,2494,Simple,Subtraction
317,1,2358,Complex,Subtraction
317,1,3638,Complex,Subtraction
317,1,3681,Complex,Subtraction
317,1,2080,Complex,Subtraction
317,1,2381,Complex,Subtraction
317,1,1610,Simple,Subtraction
317,0,2118,Simple,Subtraction
317,1,2084,Simple,Subtraction
317,1,2331,Simple,Subtraction
317,1,1642,Simple,Subtraction
317,1,2190,Simple,Subtraction
317,1,2709,Simple,Subtraction
317,1,2556,Simple,Subtraction
317,1,2846,Simple,Subtraction
317,1,2648,Complex,Subtraction
317,1,2239,Complex,Subtraction
317,1,3162,Complex,Subtraction
317,0,0,Complex,Subtraction
320,0,0,Simple,Subtraction
320,0,2371,Simple,Subtraction
320,1,3709,Simple,Subtraction
320,1,2267,Simple,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,1,4265,Simple,Subtraction
320,1,4551,Simple,Subtraction
320,1,2135,Simple,Subtraction
320,0,0,Simple,Subtraction
320,0,628,Complex,Subtraction
320,1,3372,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Simple,Subtraction
320,1,1857,Simple,Subtraction
320,1,3318,Simple,Subtraction
320,1,2155,Simple,Subtraction
320,0,4198,Simple,Subtraction
320,0,533,Complex,Subtraction
320,1,1338,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,1,2811,Simple,Subtraction
320,1,1891,Simple,Subtraction
320,1,3688,Simple,Subtraction
320,1,4486,Simple,Subtraction
320,1,4005,Simple,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,0,0,Complex,Subtraction
320,1,4764,Complex,Subtraction
320,1,4018,Complex,Subtraction
334,1,4119,Complex,Subtraction
334,0,0,Complex,Subtraction
334,1,4160,Complex,Subtraction
334,1,2547,Complex,Subtraction
334,1,3596,Simple,Subtraction
334,1,2670,Simple,Subtraction
334,1,2954,Simple,Subtraction
334,1,3658,Simple,Subtraction
334,1,3617,Complex,Subtraction
334,1,3082,Complex,Subtraction
334,1,3684,Complex,Subtraction
334,1,4414,Complex,Subtraction
334,1,3801,Complex,Subtraction
334,1,3148,Simple,Subtraction
334,0,2514,Simple,Subtraction
334,1,2392,Simple,Subtraction
334,1,1801,Simple,Subtraction
334,1,2379,Simple,Subtraction
334,1,3467,Complex,Subtraction
334,1,4931,Complex,Subtraction
334,1,2566,Complex,Subtraction
334,1,2755,Complex,Subtraction
334,0,0,Complex,Subtraction
334,0,2510,Simple,Subtraction
334,1,2200,Simple,Subtraction
334,1,2690,Simple,Subtraction
334,0,0,Simple,Subtraction
334,1,3316,Simple,Subtraction
334,1,2006,Simple,Subtraction
334,1,1486,Simple,Subtraction
334,1,2529,Simple,Subtraction
334,1,2595,Simple,Subtraction
334,0,0,Complex,Subtraction
334,0,0,Complex,Subtraction
334,0,0,Complex,Subtraction
334,0,0,Complex,Subtraction
339,0,2639,Simple,Subtraction
339,1,2285,Simple,Subtraction
339,1,2421,Simple,Subtraction
339,1,3146,Simple,Subtraction
339,1,2251,Simple,Subtraction
339,0,3120,Complex,Subtraction
339,1,2952,Complex,Subtraction
339,0,0,Complex,Subtraction
339,1,4222,Complex,Subtraction
339,1,2523,Complex,Subtraction
339,1,1823,Simple,Subtraction
339,1,4497,Simple,Subtraction
339,1,4959,Simple,Subtraction
339,1,4143,Simple,Subtraction
339,1,3945,Complex,Subtraction
339,0,0,Complex,Subtraction
339,0,3828,Complex,Subtraction
339,0,0,Complex,Subtraction
339,1,3224,Complex,Subtraction
339,0,0,Complex,Subtraction
339,0,3152,Complex,Subtraction
339,1,2324,Complex,Subtraction
339,1,2208,Simple,Subtraction
339,0,0,Simple,Subtraction
339,1,3824,Simple,Subtraction
339,0,0,Simple,Subtraction
339,0,0,Complex,Subtraction
339,1,4269,Complex,Subtraction
339,0,4249,Complex,Subtraction
339,0,0,Complex,Subtraction
339,0,0,Complex,Subtraction
339,0,0,Simple,Subtraction
339,1,2038,Simple,Subtraction
339,1,1873,Simple,Subtraction
339,1,4354,Simple,Subtraction
339,1,4030,Simple,Subtraction
340,1,4909,Simple,Subtraction
340,1,3140,Simple,Subtraction
340,1,4647,Simple,Subtraction
340,1,3189,Simple,Subtraction
340,0,0,Complex,Subtraction
340,1,4907,Complex,Subtraction
340,1,3175,Complex,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Complex,Subtraction
340,1,4785,Complex,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Simple,Subtraction
340,1,3951,Simple,Subtraction
340,1,2793,Simple,Subtraction
340,0,0,Simple,Subtraction
340,1,1895,Simple,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Complex,Subtraction
340,1,4911,Complex,Subtraction
340,0,0,Complex,Subtraction
340,0,0,Simple,Subtraction
340,0,1072,Simple,Subtraction
340,0,1586,Simple,Subtraction
340,0,72,Simple,Subtraction
340,1,2318,Simple,Subtraction
340,1,3968,Simple,Subtraction
340,1,2554,Simple,Subtraction
340,1,4275,Simple,Subtraction
340,1,2853,Simple,Subtraction
340,1,3901,Complex,Subtraction
340,0,0,Complex,Subtraction
340,1,4645,Complex,Subtraction
340,0,0,Complex,Subtraction
346,1,3944,Simple,Subtraction
346,1,3952,Simple,Subtraction
346,1,3357,Simple,Subtraction
346,1,3438,Simple,Subtraction
346,1,2401,Simple,Subtraction
346,1,4137,Complex,Subtraction
346,1,3104,Complex,Subtraction
346,1,4309,Complex,Subtraction
346,1,3474,Complex,Subtraction
346,0,4526,Complex,Subtraction
346,1,3586,Complex,Subtraction
346,1,4143,Complex,Subtraction
346,1,2991,Complex,Subtraction
346,1,3274,Complex,Subtraction
346,1,4294,Simple,Subtraction
346,0,4464,Simple,Subtraction
346,1,4634,Simple,Subtraction
346,0,2913,Simple,Subtraction
346,1,3194,Simple,Subtraction
346,1,3015,Simple,Subtraction
346,1,2269,Simple,Subtraction
346,1,2366,Simple,Subtraction
346,1,3705,Simple,Subtraction
346,0,0,Complex,Subtraction
346,0,0,Complex,Subtraction
346,0,4926,Complex,Subtraction
346,1,4909,Complex,Subtraction
346,0,0,Complex,Subtraction
346,1,3003,Simple,Subtraction
346,0,0,Simple,Subtraction
346,1,3402,Simple,Subtraction
346,1,3622,Simple,Subtraction
346,0,0,Complex,Subtraction
346,1,3323,Complex,Subtraction
346,0,3654,Complex,Subtraction
346,0,0,Complex,Subtraction
350,0,0,Complex,Subtraction
350,0,2703,Complex,Subtraction
350,0,2353,Complex,Subtraction
350,1,904,Complex,Subtraction
350,0,3888,Simple,Subtraction
350,1,2682,Simple,Subtraction
350,0,1192,Simple,Subtraction
350,1,528,Simple,Subtraction
350,1,1148,Complex,Subtraction
350,1,1223,Complex,Subtraction
350,0,1136,Complex,Subtraction
350,0,1846,Complex,Subtraction
350,0,1795,Complex,Subtraction
350,0,1537,Simple,Subtraction
350,0,884,Simple,Subtraction
350,0,3992,Simple,Subtraction
350,1,2469,Simple,Subtraction
350,0,2470,Simple,Subtraction
350,1,830,Simple,Subtraction
350,1,570,Simple,Subtraction
350,0,0,Simple,Subtraction
350,0,1172,Simple,Subtraction
350,0,925,Simple,Subtraction
350,1,774,Complex,Subtraction
350,1,1109,Complex,Subtraction
350,0,827,Complex,Subtraction
350,1,2279,Complex,Subtraction
350,1,1761,Complex,Subtraction
350,0,1430,Complex,Subtraction
350,1,1145,Complex,Subtraction
350,0,1323,Complex,Subtraction
350,0,1580,Complex,Subtraction
350,0,846,Simple,Subtraction
350,0,1272,Simple,Subtraction
350,1,1154,Simple,Subtraction
350,0,467,Simple,Subtraction
358,1,2797,Simple,Subtraction
358,1,2530,Simple,Subtraction
358,0,88,Simple,Subtraction
358,1,1550,Simple,Subtraction
358,1,2654,Simple,Subtraction
358,1,4332,Complex,Subtraction
358,0,1881,Complex,Subtraction
358,1,2535,Complex,Subtraction
358,1,2332,Complex,Subtraction
358,1,2404,Complex,Subtraction
358,1,2395,Simple,Subtraction
358,0,0,Simple,Subtraction
358,1,2151,Simple,Subtraction
358,0,3864,Simple,Subtraction
358,0,2857,Complex,Subtraction
358,1,3091,Complex,Subtraction
358,0,1853,Complex,Subtraction
358,0,3220,Complex,Subtraction
358,1,4619,Simple,Subtraction
358,1,1160,Simple,Subtraction
358,1,2194,Simple,Subtraction
358,1,2551,Simple,Subtraction
358,1,3099,Complex,Subtraction
358,1,4194,Complex,Subtraction
358,1,1275,Complex,Subtraction
358,1,2747,Complex,Subtraction
358,1,2847,Complex,Subtraction
358,1,2560,Complex,Subtraction
358,1,2967,Complex,Subtraction
358,0,3092,Complex,Subtraction
358,1,2405,Complex,Subtraction
358,0,0,Simple,Subtraction
358,1,2111,Simple,Subtraction
358,1,2214,Simple,Subtraction
358,1,3582,Simple,Subtraction
358,0,2041,Simple,Subtraction
39,1,1835,Simple,Subtraction
39,1,2188,Simple,Subtraction
39,1,1421,Simple,Subtraction
39,1,1797,Simple,Subtraction
39,1,4073,Complex,Subtraction
39,1,2926,Complex,Subtraction
39,1,2072,Complex,Subtraction
39,1,3099,Complex,Subtraction
39,1,1819,Simple,Subtraction
39,1,3210,Simple,Subtraction
39,1,2045,Simple,Subtraction
39,1,3225,Simple,Subtraction
39,1,3520,Simple,Subtraction
39,1,2554,Complex,Subtraction
39,1,3960,Complex,Subtraction
39,1,3123,Complex,Subtraction
39,1,2041,Complex,Subtraction
39,1,1671,Complex,Subtraction
39,0,0,Complex,Subtraction
39,1,1463,Complex,Subtraction
39,1,4572,Complex,Subtraction
39,1,3200,Complex,Subtraction
39,1,1909,Simple,Subtraction
39,1,1724,Simple,Subtraction
39,1,1776,Simple,Subtraction
39,1,2880,Simple,Subtraction
39,1,2231,Simple,Subtraction
39,1,1441,Simple,Subtraction
39,1,2679,Simple,Subtraction
39,1,1537,Simple,Subtraction
39,1,1995,Simple,Subtraction
39,1,2297,Complex,Subtraction
39,1,2056,Complex,Subtraction
39,1,1658,Complex,Subtraction
39,1,3107,Complex,Subtraction
39,1,3932,Complex,Subtraction
465,1,2645,Simple,Subtraction
465,1,1981,Simple,Subtraction
465,1,1647,Simple,Subtraction
465,1,1526,Simple,Subtraction
465,1,3890,Complex,Subtraction
465,1,2201,Complex,Subtraction
465,1,1920,Complex,Subtraction
465,0,0,Complex,Subtraction
465,1,2076,Complex,Subtraction
465,1,4818,Complex,Subtraction
465,1,1453,Complex,Subtraction
465,1,1956,Complex,Subtraction
465,1,1573,Complex,Subtraction
465,1,1649,Simple,Subtraction
465,1,2283,Simple,Subtraction
465,1,3210,Simple,Subtraction
465,1,1812,Simple,Subtraction
465,0,2478,Simple,Subtraction
465,1,2423,Complex,Subtraction
465,0,0,Complex,Subtraction
465,1,2545,Complex,Subtraction
465,0,2641,Complex,Subtraction
465,1,1443,Complex,Subtraction
465,1,1957,Simple,Subtraction
465,1,1561,Simple,Subtraction
465,1,4065,Simple,Subtraction
465,0,2618,Simple,Subtraction
465,1,2114,Simple,Subtraction
465,1,2675,Complex,Subtraction
465,1,1372,Complex,Subtraction
465,1,3026,Complex,Subtraction
465,1,2704,Complex,Subtraction
465,1,2573,Simple,Subtraction
465,1,1152,Simple,Subtraction
465,1,2183,Simple,Subtraction
465,1,2351,Simple,Subtraction
471,1,3093,Simple,Subtraction
471,1,2607,Simple,Subtraction
471,1,2038,Simple,Subtraction
471,1,2754,Simple,Subtraction
471,1,2644,Simple,Subtraction
471,1,4422,Complex,Subtraction
471,1,2748,Complex,Subtraction
471,1,2954,Complex,Subtraction
471,0,0,Complex,Subtraction
471,1,1991,Complex,Subtraction
471,0,0,Complex,Subtraction
471,0,65,Complex,Subtraction
471,0,0,Complex,Subtraction
471,1,2905,Complex,Subtraction
471,0,0,Complex,Subtraction
471,1,2749,Simple,Subtraction
471,1,2920,Simple,Subtraction
471,1,2856,Simple,Subtraction
471,1,2144,Simple,Subtraction
471,1,4649,Simple,Subtraction
471,1,3236,Simple,Subtraction
471,1,3174,Simple,Subtraction
471,1,3189,Simple,Subtraction
471,1,4669,Simple,Subtraction
471,0,0,Complex,Subtraction
471,1,3230,Complex,Subtraction
471,0,0,Complex,Subtraction
471,0,3910,Complex,Subtraction
471,1,4762,Complex,Subtraction
471,1,3199,Complex,Subtraction
471,0,0,Complex,Subtraction
471,1,3683,Complex,Subtraction
471,1,4550,Simple,Subtraction
471,1,3348,Simple,Subtraction
471,1,3413,Simple,Subtraction
471,1,2551,Simple,Subtraction
48,1,3448,Complex,Subtraction
48,1,2695,Complex,Subtraction
48,1,2654,Complex,Subtraction
48,1,2756,Complex,Subtraction
48,1,3049,Simple,Subtraction
48,1,3509,Simple,Subtraction
48,1,4070,Simple,Subtraction
48,1,1755,Simple,Subtraction
48,1,2282,Simple,Subtraction
48,1,3666,Simple,Subtraction
48,0,0,Simple,Subtraction
48,1,1632,Simple,Subtraction
48,1,2536,Simple,Subtraction
48,1,4929,Complex,Subtraction
48,1,2220,Complex,Subtraction
48,0,4291,Complex,Subtraction
48,1,3552,Complex,Subtraction
48,1,3460,Complex,Subtraction
48,1,3282,Complex,Subtraction
48,1,3674,Complex,Subtraction
48,0,0,Complex,Subtraction
48,0,3623,Complex,Subtraction
48,1,2040,Complex,Subtraction
48,1,4184,Simple,Subtraction
48,1,1939,Simple,Subtraction
48,1,1666,Simple,Subtraction
48,1,3267,Simple,Subtraction
48,0,2411,Simple,Subtraction
48,1,4137,Complex,Subtraction
48,1,2716,Complex,Subtraction
48,0,1731,Complex,Subtraction
48,0,4241,Complex,Subtraction
48,1,2457,Simple,Subtraction
48,1,2428,Simple,Subtraction
48,1,2726,Simple,Subtraction
48,1,3553,Simple,Subtraction
56,1,3100,Complex,Subtraction
56,1,2778,Complex,Subtraction
56,0,0,Complex,Subtraction
56,1,3261,Complex,Subtraction
56,0,0,Simple,Subtraction
56,1,2117,Simple,Subtraction
56,0,0,Simple,Subtraction
56,0,0,Simple,Subtraction
56,1,3876,Simple,Subtraction
56,1,2222,Simple,Subtraction
56,1,2758,Simple,Subtraction
56,1,3764,Simple,Subtraction
56,1,3838,Complex,Subtraction
56,0,2871,Complex,Subtraction
56,1,3129,Complex,Subtraction
56,0,0,Complex,Subtraction
56,0,0,Complex,Subtraction
56,1,3241,Complex,Subtraction
56,0,0,Complex,Subtraction
56,1,3644,Complex,Subtraction
56,0,0,Complex,Subtraction
56,1,2830,Simple,Subtraction
56,1,2455,Simple,Subtraction
56,0,2407,Simple,Subtraction
56,0,0,Simple,Subtraction
56,0,0,Simple,Subtraction
56,1,3394,Complex,Subtraction
56,1,3469,Complex,Subtraction
56,1,1648,Complex,Subtraction
56,0,0,Complex,Subtraction
56,1,3803,Complex,Subtraction
56,1,3287,Simple,Subtraction
56,0,0,Simple,Subtraction
56,0,0,Simple,Subtraction
56,0,4414,Simple,Subtraction
56,0,0,Simple,Subtraction
6,1,3253,Simple,Subtraction
6,1,2916,Simple,Subtraction
6,1,2748,Simple,Subtraction
6,0,2974,Simple,Subtraction
6,1,4319,Complex,Subtraction
6,1,4001,Complex,Subtraction
6,1,2491,Complex,Subtraction
6,1,3677,Complex,Subtraction
6,1,3958,Complex,Subtraction
6,1,3832,Complex,Subtraction
6,0,0,Complex,Subtraction
6,1,3350,Complex,Subtraction
6,1,2955,Complex,Subtraction
6,1,3863,Simple,Subtraction
6,1,3974,Simple,Subtraction
6,1,3247,Simple,Subtraction
6,1,2248,Simple,Subtraction
6,1,4915,Simple,Subtraction
6,0,0,Complex,Subtraction
6,0,0,Complex,Subtraction
6,0,0,Complex,Subtraction
6,1,4180,Complex,Subtraction
6,1,2214,Simple,Subtraction
6,1,3298,Simple,Subtraction
6,1,3994,Simple,Subtraction
6,0,3350,Simple,Subtraction
6,0,2526,Simple,Subtraction
6,1,3500,Simple,Subtraction
6,1,4240,Simple,Subtraction
6,0,0,Simple,Subtraction
6,1,2435,Simple,Subtraction
6,0,0,Complex,Subtraction
6,1,2422,Complex,Subtraction
6,1,4496,Complex,Subtraction
6,1,2826,Complex,Subtraction
6,0,0,Complex,Subtraction
62,1,3934,Complex,Subtraction
62,1,2252,Complex,Subtraction
62,1,4378,Complex,Subtraction
62,1,4585,Complex,Subtraction
62,1,2924,Simple,Subtraction
62,1,2485,Simple,Subtraction
62,1,3540,Simple,Subtraction
62,1,4533,Simple,Subtraction
62,1,4958,Complex,Subtraction
62,1,3204,Complex,Subtraction
62,1,1893,Complex,Subtraction
62,1,4123,Complex,Subtraction
62,1,4169,Complex,Subtraction
62,0,0,Simple,Subtraction
62,1,4118,Simple,Subtraction
62,1,3215,Simple,Subtraction
62,1,4099,Simple,Subtraction
62,1,2464,Simple,Subtraction
62,1,4664,Simple,Subtraction
62,1,3069,Simple,Subtraction
62,1,2411,Simple,Subtraction
62,1,3513,Simple,Subtraction
62,1,4629,Complex,Subtraction
62,0,0,Complex,Subtraction
62,1,4087,Complex,Subtraction
62,1,2469,Complex,Subtraction
62,1,3358,Complex,Subtraction
62,1,4316,Complex,Subtraction
62,1,3767,Complex,Subtraction
62,0,0,Complex,Subtraction
62,0,4855,Complex,Subtraction
62,1,4529,Simple,Subtraction
62,0,2935,Simple,Subtraction
62,1,4330,Simple,Subtraction
62,1,3768,Simple,Subtraction
62,1,2649,Simple,Subtraction
95,0,0,Simple,Subtraction
95,1,4566,Simple,Subtraction
95,1,2382,Simple,Subtraction
95,1,2039,Simple,Subtraction
95,1,4576,Complex,Subtraction
95,0,0,Complex,Subtraction
95,0,1383,Complex,Subtraction
95,0,0,Complex,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,1,3564,Simple,Subtraction
95,0,0,Complex,Subtraction
95,0,0,Complex,Subtraction
95,0,0,Complex,Subtraction
95,1,1167,Complex,Subtraction
95,0,0,Complex,Subtraction
95,0,0,Complex,Subtraction
95,1,1120,Complex,Subtraction
95,1,4986,Complex,Subtraction
95,1,1324,Complex,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,3060,Simple,Subtraction
95,0,3445,Simple,Subtraction
95,1,3807,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Simple,Subtraction
95,0,0,Complex,Subtraction
95,0,0,Complex,Subtraction
95,0,1092,Complex,Subtraction
95,0,974,Complex,Subtraction
95,0,0,Complex,Subtraction

