Subject,ACC,RT,Difficulty,Condition
39,1,2695,Simple,Addition
39,1,2139,Simple,Addition
39,1,1811,Simple,Addition
465,1,2305,Simple,Addition
465,1,1274,Simple,Addition
465,1,1156,Simple,Addition
465,1,1610,Simple,Addition
465,1,1510,Complex,Addition
465,1,2351,Complex,Addition
465,1,1131,Complex,Addition
465,1,4030,Complex,Addition
465,1,1423,Simple,Addition
465,1,1418,Simple,Addition
465,1,1459,Simple,Addition
465,1,966,Simple,Addition
465,1,1195,Simple,Addition
465,1,2298,Complex,Addition
465,1,1281,Complex,Addition
465,1,1683,Complex,Addition
465,1,2051,Complex,Addition
465,1,1627,Complex,Addition
465,1,2040,Complex,Addition
465,1,2498,Complex,Addition
465,1,2161,Complex,Addition
465,1,1682,Complex,Addition
465,1,2044,Complex,Addition
465,1,1573,Simple,Addition
465,1,1056,Simple,Addition
465,1,1310,Simple,Addition
465,1,2807,Simple,Addition
465,1,2396,Simple,Addition
465,1,2505,Simple,Addition
465,1,2005,Simple,Addition
465,1,1765,Simple,Addition
465,1,2571,Simple,Addition
465,1,1739,Complex,Addition
465,1,1859,Complex,Addition
465,1,1343,Complex,Addition
465,1,2022,Complex,Addition
471,1,4060,Simple,Addition
471,1,2512,Simple,Addition
471,1,2346,Simple,Addition
471,1,2343,Simple,Addition
471,1,1911,Simple,Addition
471,1,3861,Complex,Addition
471,1,2790,Complex,Addition
471,1,4330,Complex,Addition
471,1,3276,Complex,Addition
471,1,3912,Complex,Addition
471,1,2012,Simple,Addition
471,1,2751,Simple,Addition
471,1,2407,Simple,Addition
471,1,1960,Simple,Addition
471,1,4595,Complex,Addition
471,1,4769,Complex,Addition
471,1,3087,Complex,Addition
471,0,0,Complex,Addition
471,1,2123,Simple,Addition
471,1,3111,Simple,Addition
471,1,4147,Simple,Addition
471,1,2589,Simple,Addition
471,1,1743,Simple,Addition
471,1,2041,Complex,Addition
471,1,3417,Complex,Addition
471,1,2994,Complex,Addition
471,1,2748,Complex,Addition
471,1,2730,Complex,Addition
471,1,1754,Simple,Addition
471,1,2190,Simple,Addition
471,1,3403,Simple,Addition
471,1,3248,Simple,Addition
471,1,2356,Complex,Addition
471,1,3484,Complex,Addition
471,1,3901,Complex,Addition
471,1,4109,Complex,Addition
48,1,2820,Simple,Addition
48,1,1694,Simple,Addition
48,1,1490,Simple,Addition
48,1,1626,Simple,Addition
48,1,1879,Simple,Addition
48,1,3380,Complex,Addition
48,1,1686,Complex,Addition
48,1,3074,Complex,Addition
48,1,3785,Complex,Addition
48,1,2267,Complex,Addition
48,1,2120,Complex,Addition
48,1,2749,Complex,Addition
48,1,3671,Complex,Addition
48,1,4573,Complex,Addition
48,1,1610,Complex,Addition
48,1,1839,Simple,Addition
48,1,2430,Simple,Addition
48,1,1699,Simple,Addition
48,1,2714,Simple,Addition
48,1,2742,Simple,Addition
48,1,4361,Complex,Addition
48,1,1963,Complex,Addition
48,1,3832,Complex,Addition
48,1,2682,Complex,Addition
48,1,2646,Simple,Addition
48,1,1867,Simple,Addition
48,1,1234,Simple,Addition
48,1,1801,Simple,Addition
48,1,3497,Simple,Addition
48,1,1771,Simple,Addition
48,1,4525,Simple,Addition
48,1,2412,Simple,Addition
48,0,2496,Complex,Addition
48,1,3253,Complex,Addition
48,1,1706,Complex,Addition
48,0,2592,Complex,Addition
56,1,4813,Simple,Addition
56,0,0,Simple,Addition
56,1,1949,Simple,Addition
56,1,3490,Simple,Addition
56,0,3792,Complex,Addition
56,1,2518,Complex,Addition
56,1,3805,Complex,Addition
56,0,0,Complex,Addition
56,0,0,Complex,Addition
56,1,3912,Complex,Addition
56,1,4110,Complex,Addition
56,0,2078,Complex,Addition
56,1,3887,Simple,Addition
56,0,0,Simple,Addition
56,1,4092,Simple,Addition
56,1,4396,Simple,Addition
56,1,4985,Simple,Addition
56,1,3114,Simple,Addition
56,1,3322,Simple,Addition
56,0,0,Simple,Addition
56,1,3832,Simple,Addition
56,0,0,Complex,Addition
56,1,2462,Complex,Addition
56,1,4547,Complex,Addition
56,0,0,Complex,Addition
56,0,0,Complex,Addition
56,0,0,Complex,Addition
56,1,1966,Complex,Addition
56,1,3525,Complex,Addition
56,0,4621,Complex,Addition
56,0,0,Complex,Addition
56,1,4936,Simple,Addition
56,1,3124,Simple,Addition
56,1,2163,Simple,Addition
56,0,3540,Simple,Addition
56,0,2763,Simple,Addition
6,1,2072,Simple,Addition
6,1,2564,Simple,Addition
6,1,1838,Simple,Addition
6,1,3455,Simple,Addition
6,0,0,Complex,Addition
6,0,0,Complex,Addition
6,0,52,Complex,Addition
6,0,0,Complex,Addition
6,1,3496,Simple,Addition
6,0,0,Simple,Addition
6,1,2737,Simple,Addition
6,1,4404,Simple,Addition
6,1,4043,Complex,Addition
6,0,0,Complex,Addition
6,1,3137,Complex,Addition
6,1,4151,Complex,Addition
6,1,3283,Simple,Addition
6,1,2591,Simple,Addition
6,0,0,Simple,Addition
6,1,3850,Simple,Addition
6,1,3477,Simple,Addition
6,0,0,Complex,Addition
6,1,3167,Complex,Addition
6,1,4535,Complex,Addition
6,1,2318,Complex,Addition
6,1,3601,Complex,Addition
6,1,4819,Simple,Addition
6,1,2148,Simple,Addition
6,0,4172,Simple,Addition
6,1,1805,Simple,Addition
6,1,4845,Simple,Addition
6,0,0,Complex,Addition
6,1,3919,Complex,Addition
6,1,3838,Complex,Addition
6,0,0,Complex,Addition
6,0,6,Complex,Addition
62,0,0,Simple,Addition
62,0,307,Simple,Addition
62,1,2437,Simple,Addition
62,0,2242,Simple,Addition
62,1,4817,Complex,Addition
62,1,4063,Complex,Addition
62,1,3025,Complex,Addition
62,1,3357,Complex,Addition
62,1,2365,Simple,Addition
62,1,2472,Simple,Addition
62,1,2798,Simple,Addition
62,1,4430,Simple,Addition
62,1,1695,Simple,Addition
62,1,3282,Complex,Addition
62,1,3435,Complex,Addition
62,1,3769,Complex,Addition
62,1,3720,Complex,Addition
62,1,4531,Complex,Addition
62,0,0,Complex,Addition
62,1,3679,Complex,Addition
62,1,3637,Complex,Addition
62,1,3730,Complex,Addition
62,1,3049,Simple,Addition
62,1,3061,Simple,Addition
62,1,3751,Simple,Addition
62,1,3905,Simple,Addition
62,1,2013,Simple,Addition
62,1,1643,Simple,Addition
62,1,4076,Simple,Addition
62,1,2587,Simple,Addition
62,1,2965,Simple,Addition
62,1,3601,Complex,Addition
62,1,2411,Complex,Addition
62,1,2435,Complex,Addition
62,1,3474,Complex,Addition
62,1,4502,Complex,Addition
95,1,3800,Complex,Addition
95,0,3077,Complex,Addition
95,1,2778,Complex,Addition
95,0,0,Complex,Addition
95,1,3593,Complex,Addition
95,0,0,Simple,Addition
95,1,1753,Simple,Addition
95,0,0,Simple,Addition
95,0,0,Simple,Addition
95,0,0,Simple,Addition
95,0,0,Simple,Addition
95,0,2507,Simple,Addition
95,1,4518,Simple,Addition
95,1,4431,Simple,Addition
95,0,1724,Complex,Addition
95,0,0,Complex,Addition
95,0,0,Complex,Addition
95,0,0,Complex,Addition
95,0,2267,Simple,Addition
95,0,0,Simple,Addition
95,0,4188,Simple,Addition
95,0,0,Simple,Addition
95,0,0,Complex,Addition
95,0,0,Complex,Addition
95,0,2840,Complex,Addition
95,0,0,Complex,Addition
95,0,4014,Simple,Addition
95,0,1545,Simple,Addition
95,0,0,Simple,Addition
95,0,0,Simple,Addition
95,0,1019,Simple,Addition
95,0,0,Complex,Addition
95,0,0,Complex,Addition
95,0,0,Complex,Addition
95,1,4917,Complex,Addition
95,0,0,Complex,Addition
105,1,2823,Simple,Subtraction
105,1,2496,Simple,Subtraction
105,1,1966,Simple,Subtraction
105,1,3353,Simple,Subtraction
105,1,2212,Simple,Subtraction
105,1,2473,Complex,Subtraction
105,1,4005,Complex,Subtraction
105,1,3232,Complex,Subtraction
105,1,2381,Complex,Subtraction
105,1,4310,Complex,Subtraction
105,1,2101,Complex,Subtraction
105,1,4199,Complex,Subtraction
105,1,1469,Complex,Subtraction
105,0,2877,Complex,Subtraction
105,1,3201,Simple,Subtraction
105,1,2039,Simple,Subtraction
105,1,1681,Simple,Subtraction
105,1,4585,Simple,Subtraction
105,1,1531,Simple,Subtraction
105,1,2974,Simple,Subtraction
105,1,2139,Simple,Subtraction
105,1,3683,Simple,Subtraction
105,1,4670,Complex,Subtraction
105,1,1621,Complex,Subtraction
105,1,2318,Complex,Subtraction
105,1,2254,Complex,Subtraction
105,1,4020,Complex,Subtraction
105,1,2363,Complex,Subtraction
105,1,2369,Complex,Subtraction
105,1,3945,Complex,Subtraction
105,1,2837,Complex,Subtraction
105,1,2541,Simple,Subtraction
105,1,4278,Simple,Subtraction
105,1,1752,Simple,Subtraction
105,1,2278,Simple,Subtraction
105,1,1635,Simple,Subtraction
19,1,4073,Complex,Subtraction
19,0,0,Complex,Subtraction
19,1,2732,Complex,Subtraction
19,1,3015,Complex,Subtraction
19,1,3207,Simple,Subtraction
19,1,3000,Simple,Subtraction
19,1,2155,Simple,Subtraction
19,1,2692,Simple,Subtraction
19,1,3219,Simple,Subtraction
19,1,2643,Simple,Subtraction
19,1,2057,Simple,Subtraction
19,1,3068,Simple,Subtraction
19,1,3929,Simple,Subtraction
19,1,3557,Complex,Subtraction
19,1,3214,Complex,Subtraction
19,1,1899,Complex,Subtraction
19,0,0,Complex,Subtraction
19,1,83,Complex,Subtraction
19,1,2895,Complex,Subtraction
19,0,4038,Complex,Subtraction
19,1,2225,Complex,Subtraction
19,1,2885,Complex,Subtraction
19,1,3015,Simple,Subtraction
19,1,3777,Simple,Subtraction
19,1,2062,Simple,Subtraction
19,1,2544,Simple,Subtraction
19,1,3328,Complex,Subtraction
19,1,2666,Complex,Subtraction
19,1,4598,Complex,Subtraction
19,1,2617,Complex,Subtraction
19,0,2941,Complex,Subtraction
19,1,2990,Simple,Subtraction
19,1,2306,Simple,Subtraction
19,1,2937,Simple,Subtraction
19,1,1565,Simple,Subtraction
19,1,4434,Simple,Subtraction
203,1,2329,Simple,Subtraction
203,1,1897,Simple,Subtraction
203,1,1339,Simple,Subtraction
203,1,2745,Simple,Subtraction
203,1,1956,Simple,Subtraction
203,1,2546,Complex,Subtraction
203,1,2501,Complex,Subtraction
203,1,2394,Complex,Subtraction
203,1,2471,Complex,Subtraction
203,1,3293,Complex,Subtraction
203,1,3248,Complex,Subtraction
203,1,1714,Complex,Subtraction
203,1,2351,Complex,Subtraction
203,1,1625,Complex,Subtraction
203,1,3760,Complex,Subtraction
203,1,2351,Simple,Subtraction
203,1,2103,Simple,Subtraction
203,1,1556,Simple,Subtraction
203,1,2234,Simple,Subtraction
203,1,1666,Simple,Subtraction
203,1,1708,Simple,Subtraction
203,1,1960,Simple,Subtraction
203,1,1913,Simple,Subtraction
203,1,1457,Simple,Subtraction
203,1,1585,Complex,Subtraction
203,1,2959,Complex,Subtraction
203,1,3112,Complex,Subtraction
203,1,2081,Complex,Subtraction
203,1,2201,Simple,Subtraction
203,1,1352,Simple,Subtraction
203,1,1844,Simple,Subtraction
203,1,2734,Simple,Subtraction
203,1,1993,Complex,Subtraction
203,1,2556,Complex,Subtraction
203,1,2398,Complex,Subtraction
203,1,2543,Complex,Subtraction
204,1,2615,Simple,Subtraction
204,1,1808,Simple,Subtraction
204,1,2730,Simple,Subtraction
204,1,1590,Simple,Subtraction
204,1,1892,Complex,Subtraction
204,1,1548,Complex,Subtraction
204,1,2246,Complex,Subtraction
204,1,3485,Complex,Subtraction
204,1,2803,Complex,Subtraction
204,1,1681,Complex,Subtraction
204,1,2093,Complex,Subtraction
204,1,2853,Complex,Subtraction
204,1,1674,Complex,Subtraction
204,1,1426,Simple,Subtraction
204,1,1721,Simple,Subtraction
204,1,2056,Simple,Subtraction
204,1,2819,Simple,Subtraction
204,1,1445,Simple,Subtraction
204,1,1900,Complex,Subtraction
204,0,2740,Complex,Subtraction
204,1,4821,Complex,Subtraction
204,0,0,Complex,Subtraction
204,1,2138,Simple,Subtraction
204,1,1242,Simple,Subtraction
204,1,2116,Simple,Subtraction
204,1,894,Simple,Subtraction
204,1,1262,Simple,Subtraction
204,1,1795,Simple,Subtraction
204,1,1373,Simple,Subtraction
204,1,1107,Simple,Subtraction
204,1,1019,Simple,Subtraction
204,1,1800,Complex,Subtraction
204,1,1940,Complex,Subtraction
204,1,2304,Complex,Subtraction
204,1,1714,Complex,Subtraction
204,1,2609,Complex,Subtraction
227,1,3495,Simple,Subtraction
227,1,4128,Simple,Subtraction
227,1,2317,Simple,Subtraction
227,1,3135,Simple,Subtraction
227,1,4491,Complex,Subtraction
227,0,0,Complex,Subtraction
227,1,183,Complex,Subtraction
227,1,3592,Complex,Subtraction
227,1,3653,Complex,Subtraction
227,1,2220,Complex,Subtraction
227,1,2930,Complex,Subtraction
227,1,4538,Complex,Subtraction
227,1,2139,Complex,Subtraction
227,1,1508,Simple,Subtraction
227,1,4585,Simple,Subtraction
227,1,3114,Simple,Subtraction
227,1,3533,Simple,Subtraction
227,1,2952,Simple,Subtraction
227,1,2456,Complex,Subtraction
227,1,4268,Complex,Subtraction
227,1,3323,Complex,Subtraction
227,0,0,Complex,Subtraction
227,1,1044,Complex,Subtraction
227,1,3625,Simple,Subtraction
227,0,0,Simple,Subtraction
227,0,63,Simple,Subtraction
227,1,2527,Simple,Subtraction
227,0,2994,Simple,Subtraction
227,1,2121,Simple,Subtraction
227,1,2625,Simple,Subtraction
227,1,3797,Simple,Subtraction
227,1,2957,Simple,Subtraction
227,0,4720,Complex,Subtraction
227,1,3159,Complex,Subtraction
227,1,2507,Complex,Subtraction
227,1,2116,Complex,Subtraction
229,1,3116,Complex,Subtraction
229,1,3340,Complex,Subtraction
229,0,2183,Complex,Subtraction
229,0,0,Complex,Subtraction
229,1,2683,Simple,Subtraction
229,0,3098,Simple,Subtraction
229,1,993,Simple,Subtraction
229,1,4250,Simple,Subtraction
229,0,3036,Simple,Subtraction
229,0,1272,Simple,Subtraction
229,1,2944,Simple,Subtraction
229,1,1961,Simple,Subtraction
229,1,2393,Simple,Subtraction
229,1,3247,Complex,Subtraction
229,0,0,Complex,Subtraction
229,0,2476,Complex,Subtraction
229,1,3019,Complex,Subtraction
229,1,2192,Complex,Subtraction
229,0,3417,Simple,Subtraction
229,1,1606,Simple,Subtraction
229,1,3150,Simple,Subtraction
229,1,1917,Simple,Subtraction
229,1,1139,Simple,Subtraction
229,1,1937,Complex,Subtraction
229,0,0,Complex,Subtraction
229,1,1849,Complex,Subtraction
229,1,1202,Complex,Subtraction
229,1,1816,Complex,Subtraction
229,1,3726,Complex,Subtraction
229,1,2484,Complex,Subtraction
229,1,2595,Complex,Subtraction
229,1,3553,Complex,Subtraction
229,1,3062,Simple,Subtraction
229,1,2751,Simple,Subtraction
229,1,2049,Simple,Subtraction
229,1,2367,Simple,Subtraction
23,1,2511,Simple,Subtraction
23,1,2548,Simple,Subtraction
23,1,3721,Simple,Subtraction
23,1,2067,Simple,Subtraction
23,1,2983,Simple,Subtraction
23,0,4600,Complex,Subtraction
23,1,3396,Complex,Subtraction
23,1,4843,Complex,Subtraction
23,1,3537,Complex,Subtraction
23,1,2660,Complex,Subtraction
23,1,3085,Complex,Subtraction
23,0,3308,Complex,Subtraction
23,1,3748,Complex,Subtraction
23,1,3105,Complex,Subtraction
23,0,2883,Complex,Subtraction
23,1,3194,Simple,Subtraction
23,1,1600,Simple,Subtraction
23,0,4794,Simple,Subtraction
23,1,1246,Simple,Subtraction
23,1,3617,Simple,Subtraction
23,0,1965,Simple,Subtraction
23,1,1664,Simple,Subtraction
23,1,2111,Simple,Subtraction
23,1,1915,Simple,Subtraction
23,0,3438,Complex,Subtraction
23,1,2053,Complex,Subtraction
23,1,2700,Complex,Subtraction
23,0,0,Complex,Subtraction
23,1,3440,Simple,Subtraction
23,1,2501,Simple,Subtraction
23,1,2271,Simple,Subtraction
23,1,3541,Simple,Subtraction
23,0,0,Complex,Subtraction
23,1,1720,Complex,Subtraction
23,0,0,Complex,Subtraction
23,1,3861,Complex,Subtraction
236,0,1594,Complex,Subtraction
236,1,1807,Complex,Subtraction
236,0,1535,Complex,Subtraction
236,0,1437,Complex,Subtraction
236,1,2983,Complex,Subtraction
236,1,3155,Simple,Subtraction
236,0,1650,Simple,Subtraction
236,1,1512,Simple,Subtraction
236,1,1781,Simple,Subtraction
236,0,1908,Simple,Subtraction
236,0,1636,Simple,Subtraction
236,0,2509,Simple,Subtraction
236,1,3109,Simple,Subtraction
236,1,2318,Simple,Subtraction
236,1,3715,Complex,Subtraction
236,1,2023,Complex,Subtraction
236,0,1069,Complex,Subtraction
236,0,1703,Complex,Subtraction
236,0,1274,Simple,Subtraction
236,1,2131,Simple,Subtraction
236,0,1207,Simple,Subtraction
236,1,1889,Simple,Subtraction
236,0,1391,Complex,Subtraction
236,0,1560,Complex,Subtraction
236,1,861,Complex,Subtraction
236,0,0,Complex,Subtraction
236,0,2372,Complex,Subtraction
236,0,1432,Complex,Subtraction
236,1,2465,Complex,Subtraction
236,1,1316,Complex,Subtraction
236,0,1587,Complex,Subtraction
236,0,1291,Simple,Subtraction
236,1,1951,Simple,Subtraction
236,1,1899,Simple,Subtraction
236,1,1218,Simple,Subtraction
236,1,1305,Simple,Subtraction
238,1,3693,Simple,Subtraction
238,1,2714,Simple,Subtraction
238,1,2554,Simple,Subtraction
238,1,2807,Simple,Subtraction
238,1,4809,Complex,Subtraction
238,1,2719,Complex,Subtraction
238,0,0,Complex,Subtraction
238,0,323,Complex,Subtraction
238,0,3304,Complex,Subtraction
238,0,0,Complex,Subtraction
238,0,0,Complex,Subtraction
238,1,4752,Complex,Subtraction
238,1,4066,Complex,Subtraction
238,1,4777,Simple,Subtraction
238,1,3098,Simple,Subtraction
238,0,3573,Simple,Subtraction
238,0,0,Simple,Subtraction
238,1,2901,Simple,Subtraction
238,1,2402,Simple,Subtraction
238,0,0,Simple,Subtraction
238,1,1884,Simple,Subtraction
238,1,2442,Simple,Subtraction
238,1,3300,Simple,Subtraction
238,1,2055,Complex,Subtraction
238,1,3609,Complex,Subtraction
238,1,3366,Complex,Subtraction
238,0,3458,Complex,Subtraction
238,1,3668,Complex,Subtraction
238,1,4919,Simple,Subtraction
238,0,4844,Simple,Subtraction
238,0,76,Simple,Subtraction
238,1,2521,Simple,Subtraction
238,1,3269,Complex,Subtraction
238,1,4170,Complex,Subtraction
238,1,1281,Complex,Subtraction
238,0,0,Complex,Subtraction
244,1,3101,Complex,Subtraction
244,1,4779,Complex,Subtraction
244,1,2043,Complex,Subtraction
244,1,2909,Complex,Subtraction
244,1,4291,Complex,Subtraction
244,1,2267,Simple,Subtraction
244,1,2319,Simple,Subtraction
244,1,1979,Simple,Subtraction
244,1,4767,Simple,Subtraction
244,1,2050,Simple,Subtraction
244,1,3580,Complex,Subtraction
244,1,3901,Complex,Subtraction
244,1,4797,Complex,Subtraction
244,1,2248,Complex,Subtraction
244,1,2404,Simple,Subtraction
244,1,2159,Simple,Subtraction
244,1,2935,Simple,Subtraction
244,1,2418,Simple,Subtraction
244,1,3236,Complex,Subtraction
244,1,1730,Complex,Subtraction
244,1,4707,Complex,Subtraction
244,1,4979,Complex,Subtraction
244,1,3232,Complex,Subtraction
244,1,2532,Simple,Subtraction
244,0,0,Simple,Subtraction
244,1,4321,Simple,Subtraction
244,1,2296,Simple,Subtraction
244,1,3396,Simple,Subtraction
244,1,2909,Complex,Subtraction
244,1,2508,Complex,Subtraction
244,1,4180,Complex,Subtraction
244,1,1768,Complex,Subtraction
244,1,2790,Simple,Subtraction
244,1,1798,Simple,Subtraction
244,1,3604,Simple,Subtraction
244,1,3766,Simple,Subtraction
250,1,2625,Complex,Subtraction
250,0,3241,Complex,Subtraction
250,1,2615,Complex,Subtraction
250,1,3774,Complex,Subtraction
250,1,3160,Simple,Subtraction
250,1,2491,Simple,Subtraction
250,1,2751,Simple,Subtraction
250,1,2459,Simple,Subtraction
250,1,2554,Simple,Subtraction
250,1,1985,Simple,Subtraction
250,1,3516,Simple,Subtraction
250,1,2438,Simple,Subtraction
250,1,2861,Simple,Subtraction
250,1,2450,Complex,Subtraction
250,1,4354,Complex,Subtraction
250,1,3677,Complex,Subtraction
250,1,2966,Complex,Subtraction
250,1,3079,Complex,Subtraction
250,1,2155,Simple,Subtraction
250,1,1936,Simple,Subtraction
250,1,3358,Simple,Subtraction
250,1,2869,Simple,Subtraction
250,1,1721,Simple,Subtraction
250,1,2437,Complex,Subtraction
250,1,3329,Complex,Subtraction
250,0,0,Complex,Subtraction
250,1,3474,Complex,Subtraction
250,1,3303,Complex,Subtraction
250,1,2702,Simple,Subtraction
250,1,2111,Simple,Subtraction
250,1,2839,Simple,Subtraction
250,1,1959,Simple,Subtraction
250,1,2275,Complex,Subtraction
250,0,0,Complex,Subtraction
250,1,4520,Complex,Subtraction
250,1,3514,Complex,Subtraction
262,1,2881,Simple,Subtraction
262,1,2781,Simple,Subtraction
262,1,3591,Simple,Subtraction
262,1,2272,Simple,Subtraction
262,1,3199,Complex,Subtraction
262,0,509,Complex,Subtraction
262,0,509,Complex,Subtraction
262,1,1763,Complex,Subtraction
262,0,3088,Complex,Subtraction
262,0,2830,Complex,Subtraction
262,0,2887,Complex,Subtraction
262,0,661,Complex,Subtraction
262,1,3698,Simple,Subtraction
262,1,3300,Simple,Subtraction
262,0,3740,Simple,Subtraction
262,0,0,Simple,Subtraction
262,1,1376,Complex,Subtraction
262,1,2353,Complex,Subtraction
262,0,2488,Complex,Subtraction
262,0,234,Complex,Subtraction
262,1,1451,Complex,Subtraction
262,0,1668,Simple,Subtraction
262,0,0,Simple,Subtraction
262,1,279,Simple,Subtraction
262,0,0,Simple,Subtraction
262,1,438,Simple,Subtraction
262,0,0,Complex,Subtraction
262,1,1559,Complex,Subtraction
262,0,0,Complex,Subtraction
262,0,0,Complex,Subtraction
262,0,2224,Complex,Subtraction
262,0,748,Simple,Subtraction
262,0,0,Simple,Subtraction
262,1,1084,Simple,Subtraction
262,0,0,Simple,Subtraction
262,0,2650,Simple,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,1,4392,Simple,Subtraction
263,0,0,Simple,Subtraction
263,0,525,Simple,Subtraction
263,0,0,Simple,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Simple,Subtraction
263,0,0,Simple,Subtraction
263,1,3258,Simple,Subtraction
263,1,4400,Simple,Subtraction
263,0,0,Complex,Subtraction
263,0,626,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,1,3923,Simple,Subtraction
263,1,3443,Simple,Subtraction
263,1,3278,Simple,Subtraction
263,1,2777,Simple,Subtraction
263,1,2828,Simple,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Complex,Subtraction
263,0,0,Simple,Subtraction
263,0,887,Simple,Subtraction
263,1,3980,Simple,Subtraction
263,0,4066,Simple,Subtraction
263,1,3596,Simple,Subtraction
267,1,3073,Complex,Subtraction
267,0,0,Complex,Subtraction
267,1,3634,Complex,Subtraction
267,0,0,Complex,Subtraction
267,1,4811,Complex,Subtraction
267,1,3375,Simple,Subtraction
267,1,3671,Simple,Subtraction
267,1,4280,Simple,Subtraction
267,1,3406,Simple,Subtraction
267,1,4443,Simple,Subtraction
267,1,4828,Simple,Subtraction
267,1,3874,Simple,Subtraction
267,1,4795,Simple,Subtraction
267,0,0,Simple,Subtraction
267,1,4718,Complex,Subtraction
267,1,4677,Complex,Subtraction
267,1,2938,Complex,Subtraction
267,1,2979,Complex,Subtraction
267,1,4901,Simple,Subtraction
267,1,3949,Simple,Subtraction
267,1,3659,Simple,Subtraction
267,1,3873,Simple,Subtraction
267,0,0,Simple,Subtraction
267,1,3763,Complex,Subtraction
267,0,0,Complex,Subtraction
267,0,0,Complex,Subtraction
267,0,4542,Complex,Subtraction
267,0,0,Complex,Subtraction
267,0,0,Simple,Subtraction
267,1,3809,Simple,Subtraction
267,0,4680,Simple,Subtraction
267,0,4213,Simple,Subtraction
267,1,4650,Complex,Subtraction
267,0,0,Complex,Subtraction
267,0,0,Complex,Subtraction
267,0,0,Complex,Subtraction
269,1,0,Complex,Subtraction
269,1,3691,Complex,Subtraction
269,0,0,Complex,Subtraction
269,0,0,Complex,Subtraction
269,0,0,Complex,Subtraction
269,1,0,Simple,Subtraction
269,1,2597,Simple,Subtraction
269,1,2185,Simple,Subtraction
269,1,3308,Simple,Subtraction
269,1,0,Simple,Subtraction
269,0,0,Complex,Subtraction
269,1,3510,Complex,Subtraction
269,1,3912,Complex,Subtraction
269,1,0,Complex,Subtraction
269,1,0,Simple,Subtraction
269,1,4811,Simple,Subtraction
269,1,0,Simple,Subtraction
269,1,3498,Simple,Subtraction
269,0,4858,Complex,Subtraction
269,1,0,Complex,Subtraction
269,1,0,Complex,Subtraction
269,1,1948,Complex,Subtraction
269,1,3144,Complex,Subtraction
269,0,2559,Simple,Subtraction
269,1,1863,Simple,Subtraction
269,1,0,Simple,Subtraction
269,1,3838,Simple,Subtraction
269,1,0,Simple,Subtraction
269,0,0,Complex,Subtraction
269,1,3539,Complex,Subtraction
269,1,4032,Complex,Subtraction
269,1,0,Complex,Subtraction
269,1,3286,Simple,Subtraction
269,1,0,Simple,Subtraction
269,1,2406,Simple,Subtraction
269,1,0,Simple,Subtraction
274,0,0,Simple,Subtraction
274,0,182,Simple,Subtraction
274,1,2175,Simple,Subtraction
274,1,2517,Simple,Subtraction
274,0,3814,Complex,Subtraction
274,1,4093,Complex,Subtraction
274,0,0,Complex,Subtraction
274,0,0,Complex,Subtraction
274,1,3029,Complex,Subtraction
274,0,3955,Complex,Subtraction
274,1,4108,Complex,Subtraction
274,1,4435,Complex,Subtraction
274,1,4204,Simple,Subtraction
274,1,1871,Simple,Subtraction
274,1,4175,Simple,Subtraction
274,1,2424,Simple,Subtraction
274,1,3095,Simple,Subtraction
274,1,4595,Simple,Subtraction
274,1,1704,Simple,Subtraction
274,1,3067,Simple,Subtraction
274,1,1739,Simple,Subtraction
274,1,3895,Complex,Subtraction
274,1,2321,Complex,Subtraction
274,0,0,Complex,Subtraction
274,0,22,Complex,Subtraction
274,0,0,Complex,Subtraction
274,0,0,Complex,Subtraction
274,0,0,Complex,Subtraction
274,0,3640,Complex,Subtraction
274,0,0,Complex,Subtraction
274,1,3773,Complex,Subtraction
274,0,2660,Simple,Subtraction
274,1,4353,Simple,Subtraction
274,1,2976,Simple,Subtraction
274,1,1675,Simple,Subtraction
274,1,3103,Simple,Subtraction
286,0,0,Simple,Subtraction
286,1,2773,Simple,Subtraction
286,1,3022,Simple,Subtraction
286,1,3027,Simple,Subtraction
286,0,1312,Complex,Subtraction
286,1,3498,Complex,Subtraction
286,1,4589,Complex,Subtraction
286,1,2450,Complex,Subtraction
286,1,1751,Simple,Subtraction
286,1,2437,Simple,Subtraction
286,0,0,Simple,Subtraction
286,1,1559,Simple,Subtraction
286,0,0,Simple,Subtraction
286,0,0,Complex,Subtraction
286,1,4380,Complex,Subtraction
286,1,2312,Complex,Subtraction
286,1,3192,Complex,Subtraction
286,1,4381,Complex,Subtraction
286,0,0,Complex,Subtraction
286,1,941,Complex,Subtraction
286,1,4868,Complex,Subtraction
286,0,0,Complex,Subtraction
286,1,2684,Simple,Subtraction
286,1,2372,Simple,Subtraction
286,0,0,Simple,Subtraction
286,0,1133,Simple,Subtraction
286,1,2907,Simple,Subtraction
286,0,3497,Simple,Subtraction
286,1,2850,Simple,Subtraction
286,1,4447,Simple,Subtraction
