user_id,ACC,RT,answer,finished,n1,n2,points,problem,problem_id,solution,trial,session,exp_id,row_num
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.844,0,0,4,2,12,4 + 2 = 6,1,6,10,1476988148610,SP_verification_timed,1509
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.384,1,0,9,6,13,9 + 6 = 16,11,15,11,1476988148610,SP_verification_timed,1510
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.227,0,0,9,7,12,9 + 7 = 11,12,16,12,1476988148610,SP_verification_timed,1511
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.427,0,0,9,7,13,9 + 7 = 16,12,16,13,1476988148610,SP_verification_timed,1512
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.084,0,0,9,4,12,9 + 4 = 12,8,13,14,1476988148610,SP_verification_timed,1513
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.77,0,0,6,3,13,6 + 3 = 9,4,9,15,1476988148610,SP_verification_timed,1514
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.059,0,0,5,2,14,5 + 2 = 7,2,7,16,1476988148610,SP_verification_timed,1515
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.511,1,0,6,2,15,6 + 2 = 9,3,8,17,1476988148610,SP_verification_timed,1516
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.993,0,0,7,3,17,7 + 3 = 10,6,10,18,1476988148610,SP_verification_timed,1517
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.505,1,0,7,5,18,7 + 5 = 10,7,12,19,1476988148610,SP_verification_timed,1518
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.999,1,0,8,6,17,8 + 6 = 14,10,14,20,1476988148610,SP_verification_timed,1519
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.261,0,0,9,6,17,9 + 6 = 15,11,15,22,1476988148610,SP_verification_timed,1521
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.609,0,0,5,4,18,5 + 4 = 9,5,9,23,1476988148610,SP_verification_timed,1522
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.197,0,0,4,2,17,4 + 2 = 9,1,6,24,1476988148610,SP_verification_timed,1523
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.08,0,0,9,7,16,9 + 7 = 17,12,16,25,1476988148610,SP_verification_timed,1524
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.074,0,0,9,4,15,9 + 4 = 11,8,13,26,1476988148610,SP_verification_timed,1525
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.048,0,0,8,6,16,8 + 6 = 14,10,14,27,1476988148610,SP_verification_timed,1526
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.053,0,0,8,5,15,8 + 5 = 15,9,13,28,1476988148610,SP_verification_timed,1527
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.487,1,0,4,2,16,4 + 2 = 5,1,6,29,1476988148610,SP_verification_timed,1528
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.176,0,0,9,7,15,9 + 7 = 19,12,16,30,1476988148610,SP_verification_timed,1529
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.081,0,0,9,4,14,9 + 4 = 12,8,13,31,1476988148610,SP_verification_timed,1530
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.129,0,0,8,5,13,8 + 5 = 14,9,13,32,1476988148610,SP_verification_timed,1531
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.776,1,0,9,4,13,9 + 4 = 14,8,13,33,1476988148610,SP_verification_timed,1532
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.672,1,0,8,5,14,8 + 5 = 14,9,13,34,1476988148610,SP_verification_timed,1533
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.658,1,1,9,4,15,9 + 4 = 15,8,13,35,1476988148610,SP_verification_timed,1534
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,4.783,1,0,9,7,1,9 + 7 = 17,12,16,1,1476987770680,SP_verification,1635
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.798,1,0,7,3,2,7 + 3 = 7,6,10,2,1476987770680,SP_verification,1636
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.727,1,0,6,3,1,6 + 3 = 9,4,9,3,1476987770680,SP_verification,1637
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,1.424,0,0,4,2,1,4 + 2 = 5,1,6,5,1476987770680,SP_verification,1639
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,3.745,1,0,9,6,0,9 + 6 = 15,11,15,6,1476987770680,SP_verification,1640
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,4.405,0,0,9,4,0,9 + 4 = 11,8,13,7,1476987770680,SP_verification,1641
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,3.129,1,0,8,5,0,8 + 5 = 13,9,13,8,1476987770680,SP_verification,1642
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.888,1,0,5,4,0,5 + 4 = 9,5,9,9,1476987770680,SP_verification,1643
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.98,1,0,6,2,1,6 + 2 = 10,3,8,10,1476987770680,SP_verification,1644
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.95,0,0,5,2,2,5 + 2 = 7,2,7,11,1476987770680,SP_verification,1645
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.755,1,0,8,6,1,8 + 6 = 14,10,14,12,1476987770680,SP_verification,1646
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.881,1,0,9,4,2,9 + 4 = 10,8,13,13,1476987770680,SP_verification,1647
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.093,1,0,8,6,1,8 + 6 = 14,10,14,14,1476987770680,SP_verification,1648
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.114,1,0,9,6,2,9 + 6 = 17,11,15,15,1476987770680,SP_verification,1649
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.065,1,0,4,2,1,4 + 2 = 6,1,6,16,1476987770680,SP_verification,1650
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.227,1,0,7,3,2,7 + 3 = 8,6,10,17,1476987770680,SP_verification,1651
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.542,1,0,5,2,3,5 + 2 = 8,2,7,18,1476987770680,SP_verification,1652
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.079,1,0,9,7,2,9 + 7 = 16,12,16,19,1476987770680,SP_verification,1653
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.145,1,0,8,5,3,8 + 5 = 15,9,13,20,1476987770680,SP_verification,1654
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.017,1,0,6,3,2,6 + 3 = 9,4,9,21,1476987770680,SP_verification,1655
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.052,0,0,7,5,3,7 + 5 = 12,7,12,22,1476987770680,SP_verification,1656
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.498,1,0,5,4,4,5 + 4 = 7,5,9,23,1476987770680,SP_verification,1657
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.714,1,0,6,2,5,6 + 2 = 10,3,8,24,1476987770680,SP_verification,1658
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.443,0,0,6,3,7,6 + 3 = 9,4,9,25,1476987770680,SP_verification,1659
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,4.801,1,0,4,2,8,4 + 2 = 5,1,6,26,1476987770680,SP_verification,1660
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,3.755,1,0,9,6,7,9 + 6 = 15,11,15,27,1476987770680,SP_verification,1661
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.903,1,0,9,4,8,9 + 4 = 14,8,13,28,1476987770680,SP_verification,1662
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,2.323,1,0,8,6,9,8 + 6 = 14,10,14,31,1476987770680,SP_verification,1665
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.728,1,0,8,6,8,8 + 6 = 14,10,14,32,1476987770680,SP_verification,1666
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.463,1,0,4,2,7,4 + 2 = 6,1,6,33,1476987770680,SP_verification,1667
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.395,1,0,9,7,6,9 + 7 = 16,12,16,34,1476987770680,SP_verification,1668
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,0.398,1,0,6,3,5,6 + 3 = 9,4,9,35,1476987770680,SP_verification,1669
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.209,0,0,9,6,6,9 + 6 = 15,11,15,36,1476987770680,SP_verification,1670
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,0.449,0,0,8,6,7,8 + 6 = 14,10,14,37,1476987770680,SP_verification,1671
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.075,0,0,8,6,8,8 + 6 = 14,10,14,38,1476987770680,SP_verification,1672
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.261,0,0,4,2,10,4 + 2 = 6,1,6,39,1476987770680,SP_verification,1673
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.796,0,0,9,7,11,9 + 7 = 16,12,16,40,1476987770680,SP_verification,1674
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.564,0,1,6,3,12,6 + 3 = 9,4,9,41,1476987770680,SP_verification,1675
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.025,0,0,2,3,5,2 + 3 = 5,1,5,4,1476988914305,VS_verification,1706
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,4.795,0,0,2,7,13,2 + 7 = 9,4,9,11,1476988914305,VS_verification,1713
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,4.941,1,0,4,8,14,4 + 8 = 16,8,12,12,1476988914305,VS_verification,1714
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,4.757,1,0,2,8,14,2 + 8 = 10,5,10,14,1476988914305,VS_verification,1716
H2G4H0nu4AR26aOR00ALrBfjNWi2,0,4.347,1,0,3,5,13,3 + 5 = 8,3,8,15,1476988914305,VS_verification,1717
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.261,0,0,2,3,16,2 + 3 = 5,1,5,18,1476988914305,VS_verification,1720
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.746,1,0,2,7,18,2 + 7 = 11,4,9,19,1476988914305,VS_verification,1721
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,4.319,0,0,4,6,19,4 + 6 = 10,6,10,20,1476988914305,VS_verification,1722
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.812,12,1,3,9,27,3 + 9 = ?,7,12,25,1476987935167,SP_production_timed,1586
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.381,7,1,3,4,27,3 + 4 = ?,2,7,24,1476987539417,SP_production,1634
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.276,9,0,5,4,6,5 + 4 = ?,5,9,5,1476988271457,VS_production,1591
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.448,8,0,6,2,7,6 + 2 = ?,3,8,6,1476988271457,VS_production,1592
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.366,10,0,7,3,9,7 + 3 = ?,6,10,7,1476988271457,VS_production,1593
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.422,7,0,5,2,13,5 + 2 = ?,2,7,11,1476988271457,VS_production,1597
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.253,13,0,9,4,15,9 + 4 = ?,8,13,12,1476988271457,VS_production,1598
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.042,6,0,4,2,17,4 + 2 = ?,1,6,14,1476988271457,VS_production,1600
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.83,8,0,2,8,4,2 + ? = 10,5,10,3,1476988036368,SP_missing_timed,1678
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.052,7,0,2,7,9,2 + ? = 9,4,9,7,1476988036368,SP_missing_timed,1682
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,1.901,6,0,4,6,14,4 + ? = 10,6,10,12,1476988036368,SP_missing_timed,1687
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.247,9,0,3,9,15,3 + ? = 12,7,12,13,1476988036368,SP_missing_timed,1688
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.244,3,0,2,3,16,2 + ? = 5,1,5,14,1476988036368,SP_missing_timed,1689
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.301,8,0,7,8,18,7 + ? = 15,11,15,15,1476988036368,SP_missing_timed,1690
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.019,8,0,4,8,19,4 + ? = 12,8,12,16,1476988036368,SP_missing_timed,1691
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.489,5,0,3,5,21,3 + ? = 8,3,8,18,1476988036368,SP_missing_timed,1693
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.138,6,0,4,6,22,4 + ? = 10,6,10,21,1476988036368,SP_missing_timed,1696
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,2.215,7,0,2,7,2,2 + ? = 9,4,9,2,1476987647223,SP_missing,1730
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.453,8,0,4,8,4,4 + ? = 12,8,12,3,1476987647223,SP_missing,1731
H2G4H0nu4AR26aOR00ALrBfjNWi2,1,3.415,3,0,2,3,5,2 + ? = 5,1,5,4,1476987647223,SP_missing,1732
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.84,2,0,4,2,0,4 + ? = 6,1,6,1,1476988974317,VS_missing,1781
9wIG08rurYegWDiAbjBsdyeS7RE2,1,11.368,6,0,8,6,1,8 + ? = 14,10,14,2,1476988974317,VS_missing,1782
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.28,3,0,6,3,2,6 + ? = 9,4,9,3,1476988974317,VS_missing,1783
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.471,6,0,9,6,4,9 + ? = 15,11,15,4,1476988974317,VS_missing,1784
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.151,2,0,5,2,5,5 + ? = 7,2,7,5,1476988974317,VS_missing,1785
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.99,4,0,9,4,7,9 + ? = 13,8,13,7,1476988974317,VS_missing,1787
9wIG08rurYegWDiAbjBsdyeS7RE2,1,10.965,5,0,8,5,9,8 + ? = 13,9,13,8,1476988974317,VS_missing,1788
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.998,5,0,7,5,10,7 + ? = 12,7,12,9,1476988974317,VS_missing,1789
9wIG08rurYegWDiAbjBsdyeS7RE2,0,9.808,1,0,6,2,11,6 + ? = 8,3,8,10,1476988974317,VS_missing,1790
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.49,2,0,6,2,10,6 + ? = 8,3,8,11,1476988974317,VS_missing,1791
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.18,4,0,5,4,11,5 + ? = 9,5,9,12,1476988974317,VS_missing,1792
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.96,3,0,7,3,12,7 + ? = 10,6,10,13,1476988974317,VS_missing,1793
9wIG08rurYegWDiAbjBsdyeS7RE2,1,6.786,2,0,6,2,13,6 + ? = 8,3,8,14,1476988974317,VS_missing,1794
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.986,5,0,8,5,15,8 + ? = 13,9,13,15,1476988974317,VS_missing,1795
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.18,2,0,5,2,16,5 + ? = 7,2,7,16,1476988974317,VS_missing,1796
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.82,4,0,5,4,17,5 + ? = 9,5,9,17,1476988974317,VS_missing,1797
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.726,3,0,6,3,18,6 + ? = 9,4,9,18,1476988974317,VS_missing,1798
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.934,4,0,9,4,20,9 + ? = 13,8,13,19,1476988974317,VS_missing,1799
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.754,7,0,9,7,22,9 + ? = 16,12,16,21,1476988974317,VS_missing,1801
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.471,6,0,8,6,22,8 + ? = 14,10,14,23,1476988974317,VS_missing,1803
9wIG08rurYegWDiAbjBsdyeS7RE2,1,7.065,3,0,7,3,23,7 + ? = 10,6,10,24,1476988974317,VS_missing,1804
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.456,6,0,9,6,24,9 + ? = 15,11,15,25,1476988974317,VS_missing,1805
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.907,2,1,4,2,25,4 + ? = 6,1,6,26,1476988974317,VS_missing,1806
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.004,0,0,6,3,2,6 + 3 = 9,4,9,2,1476988418833,SP_verification_timed,1754
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.861,1,0,7,3,4,7 + 3 = 12,6,10,3,1476988418833,SP_verification_timed,1755
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.924,0,0,9,4,6,9 + 4 = 13,8,13,5,1476988418833,SP_verification_timed,1757
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.914,0,0,7,5,7,7 + 5 = 12,7,12,6,1476988418833,SP_verification_timed,1758
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.807,1,0,9,7,9,9 + 7 = 17,12,16,7,1476988418833,SP_verification_timed,1759
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.609,0,0,4,2,10,4 + 2 = 6,1,6,8,1476988418833,SP_verification_timed,1760
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.961,1,0,5,4,12,5 + 4 = 7,5,9,10,1476988418833,SP_verification_timed,1762
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.273,1,0,8,6,14,8 + 6 = 16,10,14,14,1476988418833,SP_verification_timed,1766
9wIG08rurYegWDiAbjBsdyeS7RE2,0,1.849,1,0,5,4,13,5 + 4 = 9,5,9,15,1476988418833,SP_verification_timed,1767
9wIG08rurYegWDiAbjBsdyeS7RE2,0,0.773,0,0,9,6,12,9 + 6 = 16,11,15,16,1476988418833,SP_verification_timed,1768
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.794,0,0,7,5,13,7 + 5 = 12,7,12,17,1476988418833,SP_verification_timed,1769
9wIG08rurYegWDiAbjBsdyeS7RE2,1,0.713,0,0,5,2,13,5 + 2 = 7,2,7,20,1476988418833,SP_verification_timed,1772
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.629,1,0,4,2,18,4 + 2 = 7,1,6,24,1476988418833,SP_verification_timed,1776
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.306,1,0,9,6,1,9 + 6 = 12,11,15,1,1476987951610,SP_verification,1891
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.225,0,0,5,4,2,5 + 4 = 9,5,9,2,1476987951610,SP_verification,1892
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.593,1,0,6,3,4,6 + 3 = 5,4,9,3,1476987951610,SP_verification,1893
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.092,1,0,5,2,5,5 + 2 = 8,2,7,4,1476987951610,SP_verification,1894
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.262,0,0,8,5,6,8 + 5 = 13,9,13,5,1476987951610,SP_verification,1895
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.577,1,0,6,2,7,6 + 2 = 11,3,8,6,1476987951610,SP_verification,1896
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.425,0,0,7,5,9,7 + 5 = 12,7,12,7,1476987951610,SP_verification,1897
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.344,0,0,4,2,10,4 + 2 = 6,1,6,8,1476987951610,SP_verification,1898
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.19,1,0,9,7,11,9 + 7 = 17,12,16,9,1476987951610,SP_verification,1899
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.542,1,0,8,6,12,8 + 6 = 15,10,14,10,1476987951610,SP_verification,1900
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.005,0,0,9,4,13,9 + 4 = 13,8,13,11,1476987951610,SP_verification,1901
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.063,0,0,7,3,14,7 + 3 = 10,6,10,12,1476987951610,SP_verification,1902
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.348,1,0,9,4,15,9 + 4 = 14,8,13,13,1476987951610,SP_verification,1903
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.529,1,0,7,5,15,7 + 5 = 10,7,12,15,1476987951610,SP_verification,1905
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.261,0,0,5,4,16,5 + 4 = 9,5,9,16,1476987951610,SP_verification,1906
9wIG08rurYegWDiAbjBsdyeS7RE2,0,1.844,0,0,6,2,15,6 + 2 = 7,3,8,17,1476987951610,SP_verification,1907
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.658,0,0,9,6,17,9 + 6 = 15,11,15,19,1476987951610,SP_verification,1909
9wIG08rurYegWDiAbjBsdyeS7RE2,0,0.875,0,0,9,7,17,9 + 7 = 15,12,16,21,1476987951610,SP_verification,1911
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.861,0,0,7,3,18,7 + 3 = 10,6,10,22,1476987951610,SP_verification,1912
9wIG08rurYegWDiAbjBsdyeS7RE2,0,1.18,1,0,4,2,17,4 + 2 = 6,1,6,23,1476987951610,SP_verification,1913
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.676,0,0,6,3,17,6 + 3 = 9,4,9,25,1476987951610,SP_verification,1915
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.645,1,0,6,2,18,6 + 2 = 10,3,8,26,1476987951610,SP_verification,1916
9wIG08rurYegWDiAbjBsdyeS7RE2,0,3.562,0,0,9,7,17,9 + 7 = 17,12,16,27,1476987951610,SP_verification,1917
9wIG08rurYegWDiAbjBsdyeS7RE2,0,1.557,1,0,4,2,16,4 + 2 = 6,1,6,28,1476987951610,SP_verification,1918
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.55,1,0,9,7,16,9 + 7 = 13,12,16,30,1476987951610,SP_verification,1920
9wIG08rurYegWDiAbjBsdyeS7RE2,1,1.546,0,0,4,2,17,4 + 2 = 6,1,6,31,1476987951610,SP_verification,1921
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.591,0,0,3,5,1,3 + 5 = 8,3,8,1,1476989342323,VS_verification,1959
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.951,1,0,4,8,2,4 + 8 = 10,8,12,2,1476989342323,VS_verification,1960
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.154,0,0,3,4,5,3 + 4 = 7,2,7,4,1476989342323,VS_verification,1962
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.825,0,0,2,3,9,2 + 3 = 5,1,5,7,1476989342323,VS_verification,1965
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.323,0,0,3,4,19,3 + 4 = 7,2,7,16,1476989342323,VS_verification,1974
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.847,1,0,3,5,20,3 + 5 = 6,3,8,17,1476989342323,VS_verification,1975
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.131,0,0,2,3,22,2 + 3 = 5,1,5,19,1476989342323,VS_verification,1977
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.456,9,0,2,7,1,2 + 7 = ?,4,9,1,1476988112007,SP_production_timed,1807
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.182,8,0,3,5,4,3 + 5 = ?,3,8,3,1476988112007,SP_production_timed,1809
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.735,17,0,8,9,6,8 + 9 = ?,12,17,5,1476988112007,SP_production_timed,1811
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.229,10,0,2,8,7,2 + 8 = ?,5,10,6,1476988112007,SP_production_timed,1812
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.23,17,0,8,9,1,8 + 9 = ?,12,17,1,1476987607666,SP_production,1866
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.777,15,0,7,8,2,7 + 8 = ?,11,15,2,1476987607666,SP_production,1867
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.997,12,0,3,9,4,3 + 9 = ?,7,12,3,1476987607666,SP_production,1868
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.905,10,0,4,6,5,4 + 6 = ?,6,10,4,1476987607666,SP_production,1869
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.032,14,0,5,9,6,5 + 9 = ?,10,14,5,1476987607666,SP_production,1870
9wIG08rurYegWDiAbjBsdyeS7RE2,0,4.646,12,0,3,4,5,3 + 4 = ?,2,7,6,1476987607666,SP_production,1871
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.746,12,0,4,8,7,4 + 8 = ?,8,12,8,1476987607666,SP_production,1873
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.444,13,0,6,7,8,6 + 7 = ?,9,13,9,1476987607666,SP_production,1874
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.645,5,0,2,3,10,2 + 3 = ?,1,5,10,1476987607666,SP_production,1875
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.43,8,0,3,5,11,3 + 5 = ?,3,8,11,1476987607666,SP_production,1876
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.754,10,0,2,8,12,2 + 8 = ?,5,10,12,1476987607666,SP_production,1877
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.297,9,0,2,7,13,2 + 7 = ?,4,9,13,1476987607666,SP_production,1878
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.381,13,0,6,7,16,6 + 7 = ?,9,13,15,1476987607666,SP_production,1880
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.909,5,0,2,3,17,2 + 3 = ?,1,5,16,1476987607666,SP_production,1881
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.531,10,0,4,6,18,4 + 6 = ?,6,10,17,1476987607666,SP_production,1882
9wIG08rurYegWDiAbjBsdyeS7RE2,1,2.497,10,0,2,8,20,2 + 8 = ?,5,10,19,1476987607666,SP_production,1884
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.144,9,0,2,7,21,2 + 7 = ?,4,9,20,1476987607666,SP_production,1885
9wIG08rurYegWDiAbjBsdyeS7RE2,1,4.438,15,0,7,8,24,7 + 8 = ?,11,15,22,1476987607666,SP_production,1887
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.829,8,0,3,5,25,3 + 5 = ?,3,8,23,1476987607666,SP_production,1888
9wIG08rurYegWDiAbjBsdyeS7RE2,0,14.411,8,0,6,3,0,6 + 3 = ?,4,9,1,1476988533671,VS_production,1836
9wIG08rurYegWDiAbjBsdyeS7RE2,0,8.956,8,0,6,3,0,6 + 3 = ?,4,9,2,1476988533671,VS_production,1837
9wIG08rurYegWDiAbjBsdyeS7RE2,1,5.379,9,0,6,3,1,6 + 3 = ?,4,9,3,1476988533671,VS_production,1838
9wIG08rurYegWDiAbjBsdyeS7RE2,0,6.851,15,0,9,4,0,9 + 4 = ?,8,13,4,1476988533671,VS_production,1839
9wIG08rurYegWDiAbjBsdyeS7RE2,1,3.02,13,0,9,4,1,9 + 4 = ?,8,13,5,1476988533671,VS_production,1840
